,Holding City,Date,Sport,Major,Participant,Country,Gender,Event,Event_G,Medal
765,St Louis,1904,Athletics,Athletics,"CORAY, Albert",ZZX,Men,4miles team,M,Silver
766,St Louis,1904,Athletics,Athletics,"HATCH, Sidney",ZZX,Men,4miles team,M,Silver
767,St Louis,1904,Athletics,Athletics,"HEARN, Lacey",ZZX,Men,4miles team,M,Silver
768,St Louis,1904,Athletics,Athletics,"LIGHTBODY, James",ZZX,Men,4miles team,M,Silver
769,St Louis,1904,Athletics,Athletics,"VERNER, William Frank",ZZX,Men,4miles team,M,Silver
772,St Louis,1904,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,56lb weight throw (25.4kg),M,Silver
775,St Louis,1904,Athletics,Athletics,"HOGENSON, William",USA,Men,60m,M,Silver
778,St Louis,1904,Athletics,Athletics,"VALENTINE, Howard",USA,Men,800m,M,Silver
781,St Louis,1904,Athletics,Athletics,"GUNN, Adam",USA,Men,decathlon,M,Silver
784,St Louis,1904,Athletics,Athletics,"ROSE, Ralph",USA,Men,discus throw,M,Silver
787,St Louis,1904,Athletics,Athletics,"DEWITT, John",USA,Men,hammer throw,M,Silver
790,St Louis,1904,Athletics,Athletics,"SERVISS, Garrett",USA,Men,high jump,M,Silver
793,St Louis,1904,Athletics,Athletics,"STADLER, Joseph F.",USA,Men,"high jump, standing",M,Silver
796,St Louis,1904,Athletics,Athletics,"FRANK, Daniel",USA,Men,long jump,M,Silver
799,St Louis,1904,Athletics,Athletics,"KING, Charles",USA,Men,"long jump, standing",M,Silver
802,St Louis,1904,Athletics,Athletics,"CORAY, Albert",USA,Men,marathon,M,Silver
805,St Louis,1904,Athletics,Athletics,"SAMSE, Leroy",USA,Men,pole vault,M,Silver
808,St Louis,1904,Athletics,Athletics,"COE, William Wesley",USA,Men,shot put,M,Silver
811,St Louis,1904,Athletics,Athletics,"GRIEB, John",USA,Men,triathlon (long jump / shot put / 100 yards),M,Silver
814,St Louis,1904,Athletics,Athletics,"ENGLEHARDT, Frederick",USA,Men,triple jump,M,Silver
817,St Louis,1904,Athletics,Athletics,"KING, Charles",USA,Men,"triple jump, standing",M,Silver
819,St Louis,1904,Boxing,Boxing,"BURKE, Miles",USA,Men,- 47.63kg (flyweight),M,Silver
822,St Louis,1904,Boxing,Boxing,"MAYER, Charles",USA,Men,+ 71.67kg (heavyweight),M,Silver
824,St Louis,1904,Boxing,Boxing,"FINNEGAN, George",USA,Men,47.63 - 52.16kg (bantamweight),M,Silver
827,St Louis,1904,Boxing,Boxing,"HALLER, Frank",USA,Men,52.16 - 56.7kg (featherweight),M,Silver
830,St Louis,1904,Boxing,Boxing,"EAGAN, James Jack",USA,Men,56.7 - 61.24kg (lightweight),M,Silver
834,St Louis,1904,Boxing,Boxing,"SPANGER, Harry J.",USA,Men,61.24 - 65.77kg (welterweight),M,Silver
836,St Louis,1904,Boxing,Boxing,"SPRADLEY, Benjamin",USA,Men,65.77 - 71.67kg (middleweight),M,Silver
839,St Louis,1904,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1 mile (1609.3m),M,Silver
842,St Louis,1904,Cycling,Cycling Track,"BILLINGTON, Edward",USA,Men,1/2 mile (804.7m),M,Silver
845,St Louis,1904,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1/3 mile (536.5m),M,Silver
848,St Louis,1904,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,1/4 mile (402.3m),M,Silver
851,St Louis,1904,Cycling,Cycling Track,"GOERKE, Oscar",USA,Men,2 miles (3.218km),M,Silver
854,St Louis,1904,Cycling,Cycling Track,"ANDREWS, Arthur F.",USA,Men,25 miles (40.232km),M,Silver
857,St Louis,1904,Cycling,Cycling Track,"WILEY, George",USA,Men,5 miles (8.046km),M,Silver
860,St Louis,1904,Fencing,Fencing,"TATHAM, Charles",CUB,Men,épée individual,M,Silver
863,St Louis,1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,foil individual,M,Silver
867,St Louis,1904,Fencing,Fencing,"FOX, Arthur",USA,Men,foil team,M,Silver
868,St Louis,1904,Fencing,Fencing,"TATHAM, Charles",USA,Men,foil team,M,Silver
869,St Louis,1904,Fencing,Fencing,"TOWNSEND, Charles Fitzhugh",USA,Men,foil team,M,Silver
872,St Louis,1904,Fencing,Fencing,"GREBE, William",USA,Men,sabre individual,M,Silver
875,St Louis,1904,Fencing,Fencing,"O'CONNOR, William Scott",USA,Men,"stick, single",M,Silver
922,St Louis,1904,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Silver
923,St Louis,1904,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Silver
924,St Louis,1904,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Silver
925,St Louis,1904,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Silver
926,St Louis,1904,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Silver
927,St Louis,1904,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Silver
928,St Louis,1904,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Silver
929,St Louis,1904,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Silver
930,St Louis,1904,Football,Football,"LYDON, Joseph",USA,Men,football,M,Silver
931,St Louis,1904,Football,Football,"MENGES, Louis John",USA,Men,football,M,Silver
932,St Louis,1904,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Silver
936,St Louis,1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,individual,M,Silver
947,St Louis,1904,Golf,Golf,"CADY, John Deere",USA,Men,team,M,Silver
948,St Louis,1904,Golf,Golf,"LAMBERT, Albert Bond",USA,Men,team,M,Silver
949,St Louis,1904,Golf,Golf,"MAXWELL, John R.",USA,Men,team,M,Silver
950,St Louis,1904,Golf,Golf,"MCKINNIE, Burt P.",USA,Men,team,M,Silver
951,St Louis,1904,Golf,Golf,"MCKITTRICK, Ralph",USA,Men,team,M,Silver
952,St Louis,1904,Golf,Golf,"NEWTON, Francis Clement",USA,Men,team,M,Silver
953,St Louis,1904,Golf,Golf,"POTTER, Henry",USA,Men,team,M,Silver
954,St Louis,1904,Golf,Golf,"SEMPLE, Frederick",USA,Men,team,M,Silver
955,St Louis,1904,Golf,Golf,"STICKNEY, Arthur William",USA,Men,team,M,Silver
956,St Louis,1904,Golf,Golf,"STICKNEY, Stuart Grosvenor",USA,Men,team,M,Silver
959,St Louis,1904,Gymnastics,Artistic G.,"VOIGT, Emil",USA,Men,club swinging,M,Silver
962,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,combined 3 events,M,Silver
965,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,combined 4 events,M,Silver
971,St Louis,1904,Gymnastics,Artistic G.,"WEBER, Wilhelm",GER,Men,individual all-round,M,Silver
974,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,parallel bars,M,Silver
977,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,pommel horse,M,Silver
980,St Louis,1904,Gymnastics,Artistic G.,"MERZ, William",USA,Men,rings,M,Silver
983,St Louis,1904,Gymnastics,Artistic G.,"KRAUSE, Charles",USA,Men,rope climbing,M,Silver
996,St Louis,1904,Gymnastics,Artistic G.,"BEYER, Emil",USA,Men,team competition,M,Silver
997,St Louis,1904,Gymnastics,Artistic G.,"BISSINGER, John",USA,Men,team competition,M,Silver
998,St Louis,1904,Gymnastics,Artistic G.,"ROSENKAMPF, Arthur",USA,Men,team competition,M,Silver
999,St Louis,1904,Gymnastics,Artistic G.,"SCHMITZ, Julian",USA,Men,team competition,M,Silver
1000,St Louis,1904,Gymnastics,Artistic G.,"STEFFEN, Otto",USA,Men,team competition,M,Silver
1001,St Louis,1904,Gymnastics,Artistic G.,"WOLF, Max",USA,Men,team competition,M,Silver
1018,St Louis,1904,Lacrosse,Lacrosse,"CROGAN, Patrick",USA,Men,lacrosse,M,Silver
1019,St Louis,1904,Lacrosse,Lacrosse,"DOWLING, J.W.",USA,Men,lacrosse,M,Silver
1020,St Louis,1904,Lacrosse,Lacrosse,GIBSON,USA,Men,lacrosse,M,Silver
1021,St Louis,1904,Lacrosse,Lacrosse,HESS,USA,Men,lacrosse,M,Silver
1022,St Louis,1904,Lacrosse,Lacrosse,"HUNTER, Robert Edward",USA,Men,lacrosse,M,Silver
1023,St Louis,1904,Lacrosse,Lacrosse,LEHMAN,USA,Men,lacrosse,M,Silver
1024,St Louis,1904,Lacrosse,Lacrosse,MURPHY,USA,Men,lacrosse,M,Silver
1025,St Louis,1904,Lacrosse,Lacrosse,PARTRIDGE,USA,Men,lacrosse,M,Silver
1026,St Louis,1904,Lacrosse,Lacrosse,"PASSMORE, George",USA,Men,lacrosse,M,Silver
1027,St Louis,1904,Lacrosse,Lacrosse,SULLIVAN,USA,Men,lacrosse,M,Silver
1028,St Louis,1904,Lacrosse,Lacrosse,"VENN, A.H.",USA,Men,lacrosse,M,Silver
1029,St Louis,1904,Lacrosse,Lacrosse,WOODS,USA,Men,lacrosse,M,Silver
1030,St Louis,1904,Lacrosse,Lacrosse,YOUNG,USA,Men,lacrosse,M,Silver
1033,St Louis,1904,Roque,Roque,"STREETER, Smith O.",USA,Men,individual,M,Silver
1038,St Louis,1904,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,coxless pair (2-),M,Silver
1039,St Louis,1904,Rowing,Rowing,"VARLEY, William",USA,Men,coxless pair (2-),M,Silver
1044,St Louis,1904,Rowing,Rowing,"HOBEN, John Grey",USA,Men,double sculls (2x),M,Silver
1045,St Louis,1904,Rowing,Rowing,"MCLOUGHLIN, James",USA,Men,double sculls (2x),M,Silver
1055,St Louis,1904,Rowing,Rowing,"BAILEY, Arthur B.",CAN,Men,eight with coxswain (8+),M,Silver
1056,St Louis,1904,Rowing,Rowing,"BOYD, Philip Ewing",CAN,Men,eight with coxswain (8+),M,Silver
1057,St Louis,1904,Rowing,Rowing,"LOUDON, Thomas Richardson",CAN,Men,eight with coxswain (8+),M,Silver
1058,St Louis,1904,Rowing,Rowing,"MACKENZIE, Donald",CAN,Men,eight with coxswain (8+),M,Silver
1059,St Louis,1904,Rowing,Rowing,"REIFFENSTEIN, George Patrick",CAN,Men,eight with coxswain (8+),M,Silver
1060,St Louis,1904,Rowing,Rowing,"RICE, William",CAN,Men,eight with coxswain (8+),M,Silver
1061,St Louis,1904,Rowing,Rowing,"STRANGE, George  M.",CAN,Men,eight with coxswain (8+),M,Silver
1062,St Louis,1904,Rowing,Rowing,"WADSWORTH, William",CAN,Men,eight with coxswain (8+),M,Silver
1063,St Louis,1904,Rowing,Rowing,"WRIGHT, Joseph George",CAN,Men,eight with coxswain (8+),M,Silver
1072,St Louis,1904,Rowing,Rowing,"AMAN, Charles",USA,Men,four without coxswain (4-),M,Silver
1073,St Louis,1904,Rowing,Rowing,"BEGLEY, Michael",USA,Men,four without coxswain (4-),M,Silver
1074,St Louis,1904,Rowing,Rowing,"FROMANACK, Martin",USA,Men,four without coxswain (4-),M,Silver
1075,St Louis,1904,Rowing,Rowing,"SUERIG, Frederick",USA,Men,four without coxswain (4-),M,Silver
1078,St Louis,1904,Rowing,Rowing,"JUVENAL, James",USA,Men,single sculls (1x),M,Silver
1085,St Louis,1904,Tennis,Tennis,"BELL, Alphonzo Edward",USA,Men,doubles,M,Silver
1086,St Louis,1904,Tennis,Tennis,"LEROY, Robert",USA,Men,doubles,M,Silver
1090,St Louis,1904,Tennis,Tennis,"LEROY, Robert",USA,Men,singles,M,Silver
1101,St Louis,1904,Tug of War,Tug of War,"BRAUN, Max",USA,Men,tug of war,M,Silver
1102,St Louis,1904,Tug of War,Tug of War,"RODENBERGER, August",USA,Men,tug of war,M,Silver
1103,St Louis,1904,Tug of War,Tug of War,"ROSE, Charles",USA,Men,tug of war,M,Silver
1104,St Louis,1904,Tug of War,Tug of War,"SEILING, William",USA,Men,tug of war,M,Silver
1105,St Louis,1904,Tug of War,Tug of War,"UPSHAW, Orrin Thomas",USA,Men,tug of war,M,Silver
1108,St Louis,1904,Weightlifting,Weightlifting,"WINTERS, Frederick",USA,Men,all-around Dumbbell contest,M,Silver
1111,St Louis,1904,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,heavyweight - two hand lift,M,Silver
1114,St Louis,1904,Wrestling,Wrestling Free.,"HEIN, John",USA,Men,- 47.6kg (light-flyweight),M,Silver
1117,St Louis,1904,Wrestling,Wrestling Free.,"KUNGLER, Frank",USA,Men,+ 71.67kg (heavyweight),M,Silver
1120,St Louis,1904,Wrestling,Wrestling Free.,"BAUER, Gustav",USA,Men,47.6 - 52.16kg (flyweight),M,Silver
1123,St Louis,1904,Wrestling,Wrestling Free.,"WESTER, August",USA,Men,52.16 - 56.7kg (bantamweight),M,Silver
1126,St Louis,1904,Wrestling,Wrestling Free.,"MCLEAR, Theodore",USA,Men,56.7 - 61.23kg (featherweight),M,Silver
1129,St Louis,1904,Wrestling,Wrestling Free.,"TESING, Rudolph",USA,Men,61.23 - 65.77kg (lightweight),M,Silver
1132,St Louis,1904,Wrestling,Wrestling Free.,"BECKMANN, William",USA,Men,65.77 - 71.67kg (welterweight),M,Silver
1135,London,1908,Aquatics,Diving,"MALMSTRÖM, Karl",SWE,Men,10m platform,M,Silver
1139,London,1908,Aquatics,Diving,"BEHRENS, Kurt",GER,Men,3m springboard,M,Silver
1142,London,1908,Aquatics,Swimming,"DAM, Hans Peter Ludwig",DEN,Men,100m backstroke,M,Silver
1145,London,1908,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100m freestyle,M,Silver
1148,London,1908,Aquatics,Swimming,"BATTERSBY, Thomas Sidney",GBR,Men,1500m freestyle,M,Silver
1151,London,1908,Aquatics,Swimming,"ROBINSON, William Walter",GBR,Men,200m breaststroke,M,Silver
1154,London,1908,Aquatics,Swimming,"BEAUREPAIRE, Frank E.",ANZ,Men,400m freestyle,M,Silver
1163,London,1908,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,4x200m freestyle relay,M,Silver
1164,London,1908,Aquatics,Swimming,"LAS TORRES, Béla",HUN,Men,4x200m freestyle relay,M,Silver
1165,London,1908,Aquatics,Swimming,"MUNK, Jozsef",HUN,Men,4x200m freestyle relay,M,Silver
1166,London,1908,Aquatics,Swimming,"ZACHAR, Imre",HUN,Men,4x200m freestyle relay,M,Silver
1174,London,1908,Aquatics,Water polo,"BOIN, Victor",BEL,Men,water polo,M,Silver
1175,London,1908,Aquatics,Water polo,"DONNERS, Hermann",BEL,Men,water polo,M,Silver
1176,London,1908,Aquatics,Water polo,"FEYAERTS, Fernand",BEL,Men,water polo,M,Silver
1177,London,1908,Aquatics,Water polo,"GREGOIRE, Oscar",BEL,Men,water polo,M,Silver
1178,London,1908,Aquatics,Water polo,"MEYBOOM, Herman",BEL,Men,water polo,M,Silver
1179,London,1908,Aquatics,Water polo,"MICHANT, Albert",BEL,Men,water polo,M,Silver
1180,London,1908,Aquatics,Water polo,"PLETINCX, Joseph",BEL,Men,water polo,M,Silver
1183,London,1908,Archery,Archery,"VERNET, Louis",FRA,Men,continental style 50m,M,Silver
1186,London,1908,Archery,Archery,"DOD, Charlotte",GBR,Women,national round (60y - 50y),W,Silver
1189,London,1908,Archery,Archery,"BROOKS-KING, Reginald B.",GBR,Men,york round (100y - 80y - 60y),M,Silver
1192,London,1908,Athletics,Athletics,"RECTOR, James",USA,Men,100m,M,Silver
1195,London,1908,Athletics,Athletics,"WEBB, Ernest",GBR,Men,10miles walk (16093m),M,Silver
1198,London,1908,Athletics,Athletics,"GARRELS, John Carlyle",USA,Men,110m hurdles,M,Silver
1201,London,1908,Athletics,Athletics,"WILSON, Harold",GBR,Men,1500m,M,Silver
1204,London,1908,Athletics,Athletics,"CLOUGHEN, Robert",USA,Men,200m,M,Silver
1207,London,1908,Athletics,Athletics,"ROBERTSON, Arthur James",GBR,Men,3200m steeplechase,M,Silver
1210,London,1908,Athletics,Athletics,"WEBB, Ernest",GBR,Men,3500m walk,M,Silver
1217,London,1908,Athletics,Athletics,"BONHAG, George V.",USA,Men,3miles team (4828m),M,Silver
1218,London,1908,Athletics,Athletics,"EISELE, John Lincoln",USA,Men,3miles team (4828m),M,Silver
1219,London,1908,Athletics,Athletics,"TRUBE, Herbert Lawrence",USA,Men,3miles team (4828m),M,Silver
1223,London,1908,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400m hurdles,M,Silver
1232,London,1908,Athletics,Athletics,"BRAUN, Hans",GER,Men,4x400m relay,M,Silver
1233,London,1908,Athletics,Athletics,"EICKE, Hans",GER,Men,4x400m relay,M,Silver
1234,London,1908,Athletics,Athletics,"HOFFMANN, Artur",GER,Men,4x400m relay,M,Silver
1235,London,1908,Athletics,Athletics,"TRIELOFF, Otto P.",GER,Men,4x400m relay,M,Silver
1238,London,1908,Athletics,Athletics,"OWEN, Edward",GBR,Men,5 miles (8047m),M,Silver
1241,London,1908,Athletics,Athletics,"LUNGHI, Emilio",ITA,Men,800m,M,Silver
1244,London,1908,Athletics,Athletics,"GIFFIN, Merritt Hayward",USA,Men,discus throw,M,Silver
1247,London,1908,Athletics,Athletics,"HORR, Marquis Franklin",USA,Men,discus throw ancient style,M,Silver
1250,London,1908,Athletics,Athletics,"MCGRATH, Matthew J.",USA,Men,hammer throw,M,Silver
1252,London,1908,Athletics,Athletics,"ANDRE, Georges",FRA,Men,high jump,M,Silver
1253,London,1908,Athletics,Athletics,"LEAHY, Cornelius",GBR,Men,high jump,M,Silver
1254,London,1908,Athletics,Athletics,"SOMODY, Istvan",HUN,Men,high jump,M,Silver
1256,London,1908,Athletics,Athletics,"BILLER, John",USA,Men,"high jump, standing",M,Silver
1257,London,1908,Athletics,Athletics,"TSICLITIRAS, Konstantinos",GRE,Men,"high jump, standing",M,Silver
1260,London,1908,Athletics,Athletics,"HALSE, Arne",NOR,Men,javelin throw,M,Silver
1263,London,1908,Athletics,Athletics,"DORIZAS, Mikael M.",GRE,Men,javelin throw freestyle,M,Silver
1266,London,1908,Athletics,Athletics,"KELLY, Daniel",USA,Men,long jump,M,Silver
1269,London,1908,Athletics,Athletics,"TSICLITIRAS, Konstantinos",GRE,Men,"long jump, standing",M,Silver
1272,London,1908,Athletics,Athletics,"HEFFERON, Charles A.",RSA,Men,marathon,M,Silver
1280,London,1908,Athletics,Athletics,"HORGAN, Dennis",GBR,Men,shot put,M,Silver
1283,London,1908,Athletics,Athletics,"MACDONALD, J.Garfield",CAN,Men,triple jump,M,Silver
1286,London,1908,Boxing,Boxing,"CONDON, John",GBR,Men,- 52.62kg (bantamweight),M,Silver
1289,London,1908,Boxing,Boxing,"EVANS, Sydney Charles H.",GBR,Men,+ 71.67kg (heavyweight),M,Silver
1292,London,1908,Boxing,Boxing,"MORRIS, Charles W.",GBR,Men,52.62 - 57.15kg (featherweight),M,Silver
1295,London,1908,Boxing,Boxing,"SPILLER, M. Frederick",GBR,Men,57.15 - 63.5kg (lightweight),M,Silver
1298,London,1908,Boxing,Boxing,"BAKER, Reginald L.",ANZ,Men,63.5 - 71.67kg (middleweight),M,Silver
1301,London,1908,Cycling,Cycling Track,"DENNY, Arthur",GBR,Men,100km,M,Silver
1310,London,1908,Cycling,Cycling Track,"GÖTZE, Max",GER,Men,"1980 yards Pursuit, Team",M,Silver
1311,London,1908,Cycling,Cycling Track,"KATZER, Rudolf",GER,Men,"1980 yards Pursuit, Team",M,Silver
1312,London,1908,Cycling,Cycling Track,"MARTENS, Herman",GER,Men,"1980 yards Pursuit, Team",M,Silver
1313,London,1908,Cycling,Cycling Track,"NEUMER, Karl",GER,Men,"1980 yards Pursuit, Team",M,Silver
1318,London,1908,Cycling,Cycling Track,"HAMLIN, Frederick G.",GBR,Men,2000m tandem,M,Silver
1319,London,1908,Cycling,Cycling Track,"JOHNSON, Horace Thomas",GBR,Men,2000m tandem,M,Silver
1322,London,1908,Cycling,Cycling Track,"JONES, Benjamin",GBR,Men,20km,M,Silver
1325,London,1908,Cycling,Cycling Track,"SCHILLES, Maurice",FRA,Men,5000m,M,Silver
1328,London,1908,Cycling,Cycling Track,"DEMANGEL, Emile",FRA,Men,One lap (660y) sprint,M,Silver
1331,London,1908,Fencing,Fencing,"LIPPMANN, Alexandre",FRA,Men,épée individual,M,Silver
1341,London,1908,Fencing,Fencing,"DANIELL, Charles Leaf",GBR,Men,épée team,M,Silver
1342,London,1908,Fencing,Fencing,"HAIG, Cecil Henry",GBR,Men,épée team,M,Silver
1343,London,1908,Fencing,Fencing,"HOLT, Martin Drummond",GBR,Men,épée team,M,Silver
1344,London,1908,Fencing,Fencing,"MONTGOMERIE, Robert Cecil",GBR,Men,épée team,M,Silver
1347,London,1908,Fencing,Fencing,"ZULAWSKY, Béla",HUN,Men,sabre individual,M,Silver
1356,London,1908,Fencing,Fencing,"BERTINETTI, Marcello",ITA,Men,sabre team,M,Silver
1357,London,1908,Fencing,Fencing,"NOWAK, Riccardo",ITA,Men,sabre team,M,Silver
1358,London,1908,Fencing,Fencing,"OLIVIER, Abelardo",ITA,Men,sabre team,M,Silver
1359,London,1908,Fencing,Fencing,"PIRZIO BIROLI, Alessandro",ITA,Men,sabre team,M,Silver
1382,London,1908,Football,Football,"BOHR, Harald August",DEN,Men,football,M,Silver
1383,London,1908,Football,Football,"BUCHWALD, Charles",DEN,Men,football,M,Silver
1384,London,1908,Football,Football,"DRESCHER, Ludwig",DEN,Men,football,M,Silver
1385,London,1908,Football,Football,"HANSEN, Harald",DEN,Men,football,M,Silver
1386,London,1908,Football,Football,"LINDGREEN, August Ludwig",DEN,Men,football,M,Silver
1387,London,1908,Football,Football,"MIDDELBOE, Christian",DEN,Men,football,M,Silver
1388,London,1908,Football,Football,"MIDDELBOE, Niels",DEN,Men,football,M,Silver
1389,London,1908,Football,Football,"NIELSEN, Niels Oscar",DEN,Men,football,M,Silver
1390,London,1908,Football,Football,"NIELSEN, Sofus Erhard",DEN,Men,football,M,Silver
1391,London,1908,Football,Football,"RASMUSSEN, Björn Vilhelm Ravn",DEN,Men,football,M,Silver
1392,London,1908,Football,Football,"WOLFHAGEN, Vilhelm",DEN,Men,football,M,Silver
1395,London,1908,Gymnastics,Artistic G.,"TYSAL, S.W.",GBR,Men,individual all-round,M,Silver
1480,London,1908,Gymnastics,Artistic G.,"AMUNDSEN, Arthur M.",NOR,Men,team competition,M,Silver
1481,London,1908,Gymnastics,Artistic G.,"ANDERSEN, Carl Albert",NOR,Men,team competition,M,Silver
1482,London,1908,Gymnastics,Artistic G.,"AUTHEN, Otto F.",NOR,Men,team competition,M,Silver
1483,London,1908,Gymnastics,Artistic G.,"BERSEN, P.A.",NOR,Men,team competition,M,Silver
1484,London,1908,Gymnastics,Artistic G.,"BOHNE, Hermann",NOR,Men,team competition,M,Silver
1485,London,1908,Gymnastics,Artistic G.,"BOYESEN, Trygve Carlsen",NOR,Men,team competition,M,Silver
1486,London,1908,Gymnastics,Artistic G.,"BYE, Oscar Wilhelm",NOR,Men,team competition,M,Silver
1487,London,1908,Gymnastics,Artistic G.,"CARLSRUD, Conrad M.",NOR,Men,team competition,M,Silver
1488,London,1908,Gymnastics,Artistic G.,"ENGEBRETSEN, Eugene",NOR,Men,team competition,M,Silver
1489,London,1908,Gymnastics,Artistic G.,"FORSTENSEN, J.",NOR,Men,team competition,M,Silver
1490,London,1908,Gymnastics,Artistic G.,"GRÖNER, Sverre",NOR,Men,team competition,M,Silver
1491,London,1908,Gymnastics,Artistic G.,"HALVORSEN, Harald",NOR,Men,team competition,M,Silver
1492,London,1908,Gymnastics,Artistic G.,"HANSEN, Harald",NOR,Men,team competition,M,Silver
1493,London,1908,Gymnastics,Artistic G.,"HOL, Peter",NOR,Men,team competition,M,Silver
1494,London,1908,Gymnastics,Artistic G.,"IVERSEN, Ole",NOR,Men,team competition,M,Silver
1495,London,1908,Gymnastics,Artistic G.,"JESPERSEN, Per Mathias",NOR,Men,team competition,M,Silver
1496,London,1908,Gymnastics,Artistic G.,"JOHANESSEN, Sigurd Erhardt A.",NOR,Men,team competition,M,Silver
1497,London,1908,Gymnastics,Artistic G.,"KIOER, Nicolai",NOR,Men,team competition,M,Silver
1498,London,1908,Gymnastics,Artistic G.,"KLAETH, Carl",NOR,Men,team competition,M,Silver
1499,London,1908,Gymnastics,Artistic G.,"LARSEN, Thor",NOR,Men,team competition,M,Silver
1500,London,1908,Gymnastics,Artistic G.,"LEFDAHL, Rolf",NOR,Men,team competition,M,Silver
1501,London,1908,Gymnastics,Artistic G.,"LEM, Hans Schumann",NOR,Men,team competition,M,Silver
1502,London,1908,Gymnastics,Artistic G.,"MOEN, Anders",NOR,Men,team competition,M,Silver
1503,London,1908,Gymnastics,Artistic G.,"OLSEN, Fritjof",NOR,Men,team competition,M,Silver
1504,London,1908,Gymnastics,Artistic G.,"PEDERSEN, Carl Alfred",NOR,Men,team competition,M,Silver
1505,London,1908,Gymnastics,Artistic G.,"PEDERSEN, Paul",NOR,Men,team competition,M,Silver
1506,London,1908,Gymnastics,Artistic G.,"SALVESEN, B.",NOR,Men,team competition,M,Silver
1507,London,1908,Gymnastics,Artistic G.,"SIVERTSEN, Sigvard",NOR,Men,team competition,M,Silver
1508,London,1908,Gymnastics,Artistic G.,"SKRATAAS, Johan",NOR,Men,team competition,M,Silver
1509,London,1908,Gymnastics,Artistic G.,"SMEVIK, Harald",NOR,Men,team competition,M,Silver
1510,London,1908,Gymnastics,Artistic G.,"STRAND, Andreas",NOR,Men,team competition,M,Silver
1511,London,1908,Gymnastics,Artistic G.,"SYVERTSEN, Olaf",NOR,Men,team competition,M,Silver
1523,London,1908,Hockey,Hockey,"ALLMAN-SMITH, Eric Percival",GBR,Men,hockey,M,Silver
1524,London,1908,Hockey,Hockey,"BROWN, Henry Joseph",GBR,Men,hockey,M,Silver
1525,London,1908,Hockey,Hockey,"CAMPBELL, Walter Islay",GBR,Men,hockey,M,Silver
1526,London,1908,Hockey,Hockey,"GRAHAM, William Ernest",GBR,Men,hockey,M,Silver
