,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
732,St Louis,1904,Archery,Archery,"TAYLOR, Louise",USA,Women,teams FITA round,W,Gold
733,St Louis,1904,Archery,Archery,"WOODRUFF, Laura",USA,Women,teams FITA round,W,Gold
737,St Louis,1904,Athletics,Athletics,"HAHN, Archie",USA,Men,100m,M,Gold
740,St Louis,1904,Athletics,Athletics,"SCHULE, Frederick",USA,Men,110m hurdles,M,Gold
743,St Louis,1904,Athletics,Athletics,"LIGHTBODY, James",USA,Men,1500m,M,Gold
746,St Louis,1904,Athletics,Athletics,"HAHN, Archie",USA,Men,200m,M,Gold
749,St Louis,1904,Athletics,Athletics,"HILLMAN, Harry",USA,Men,200m hurdles,M,Gold
752,St Louis,1904,Athletics,Athletics,"LIGHTBODY, James",USA,Men,3000m steeplechase,M,Gold
755,St Louis,1904,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400m,M,Gold
758,St Louis,1904,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400m hurdles,M,Gold
760,St Louis,1904,Athletics,Athletics,"MUNSON, David Curtis",USA,Men,4miles team,M,Gold
761,St Louis,1904,Athletics,Athletics,"NEWTON, Arthur",USA,Men,4miles team,M,Gold
762,St Louis,1904,Athletics,Athletics,"PILGRIM, Paul Harry",USA,Men,4miles team,M,Gold
763,St Louis,1904,Athletics,Athletics,"UNDERWOOD, George",USA,Men,4miles team,M,Gold
764,St Louis,1904,Athletics,Athletics,"VALENTINE, Howard",USA,Men,4miles team,M,Gold
771,St Louis,1904,Athletics,Athletics,"DESMARTEAU, Etienne",CAN,Men,56lb weight throw (25.4kg),M,Gold
774,St Louis,1904,Athletics,Athletics,"HAHN, Archie",USA,Men,60m,M,Gold
777,St Louis,1904,Athletics,Athletics,"LIGHTBODY, James",USA,Men,800m,M,Gold
780,St Louis,1904,Athletics,Athletics,"KIELY, Thomas Francis",GBR,Men,decathlon,M,Gold
783,St Louis,1904,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,discus throw,M,Gold
786,St Louis,1904,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,M,Gold
789,St Louis,1904,Athletics,Athletics,"JONES, Samuel",USA,Men,high jump,M,Gold
792,St Louis,1904,Athletics,Athletics,"EWRY, Ray",USA,Men,"high jump, standing",M,Gold
795,St Louis,1904,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,long jump,M,Gold
798,St Louis,1904,Athletics,Athletics,"EWRY, Ray",USA,Men,"long jump, standing",M,Gold
801,St Louis,1904,Athletics,Athletics,"HICKS, Thomas",USA,Men,marathon,M,Gold
804,St Louis,1904,Athletics,Athletics,"DVORAK, Charles",USA,Men,pole vault,M,Gold
807,St Louis,1904,Athletics,Athletics,"ROSE, Ralph",USA,Men,shot put,M,Gold
810,St Louis,1904,Athletics,Athletics,"EMMERICH, Max",USA,Men,triathlon (long jump / shot put / 100 yards),M,Gold
813,St Louis,1904,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,triple jump,M,Gold
816,St Louis,1904,Athletics,Athletics,"EWRY, Ray",USA,Men,"triple jump, standing",M,Gold
818,St Louis,1904,Boxing,Boxing,"FINNEGAN, George",USA,Men,- 47.63kg (flyweight),M,Gold
821,St Louis,1904,Boxing,Boxing,"BERGER, Samuel",USA,Men,+ 71.67kg (heavyweight),M,Gold
823,St Louis,1904,Boxing,Boxing,"KIRK, Oliver L.",USA,Men,47.63 - 52.16kg (bantamweight),M,Gold
826,St Louis,1904,Boxing,Boxing,"KIRK, Oliver L.",USA,Men,52.16 - 56.7kg (featherweight),M,Gold
829,St Louis,1904,Boxing,Boxing,"SPANGER, Harry J.",USA,Men,56.7 - 61.24kg (lightweight),M,Gold
833,St Louis,1904,Boxing,Boxing,"YOUNG, Albert",USA,Men,61.24 - 65.77kg (welterweight),M,Gold
835,St Louis,1904,Boxing,Boxing,"MAYER, Charles",USA,Men,65.77 - 71.67kg (middleweight),M,Gold
838,St Louis,1904,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1 mile (1609.3m),M,Gold
841,St Louis,1904,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/2 mile (804.7m),M,Gold
844,St Louis,1904,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/3 mile (536.5m),M,Gold
847,St Louis,1904,Cycling,Cycling Track,"HURLEY, Marcus",USA,Men,1/4 mile (402.3m),M,Gold
850,St Louis,1904,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,2 miles (3.218km),M,Gold
853,St Louis,1904,Cycling,Cycling Track,"DOWNING, Burton",USA,Men,25 miles (40.232km),M,Gold
856,St Louis,1904,Cycling,Cycling Track,"SCHLEE, Charles",USA,Men,5 miles (8.046km),M,Gold
859,St Louis,1904,Fencing,Fencing,"FONST, Ramon",CUB,Men,épée individual,M,Gold
862,St Louis,1904,Fencing,Fencing,"FONST, Ramon",CUB,Men,foil individual,M,Gold
864,St Louis,1904,Fencing,Fencing,"DIAZ, Manuel",ZZX,Men,foil team,M,Gold
865,St Louis,1904,Fencing,Fencing,"FONST, Ramon",ZZX,Men,foil team,M,Gold
866,St Louis,1904,Fencing,Fencing,"VAN ZO POST, Albertson",ZZX,Men,foil team,M,Gold
871,St Louis,1904,Fencing,Fencing,"DIAZ, Manuel",CUB,Men,sabre individual,M,Gold
874,St Louis,1904,Fencing,Fencing,"VAN ZO POST, Albertson",CUB,Men,"stick, single",M,Gold
888,St Louis,1904,Football,Football,"BARTLIFF, Charles Albert",USA,Men,football,M,Gold
889,St Louis,1904,Football,Football,"BRADY, Joseph J.",USA,Men,football,M,Gold
890,St Louis,1904,Football,Football,"BRITTINGHAM, Warren G.",USA,Men,football,M,Gold
891,St Louis,1904,Football,Football,"BROCKMEYER, Oscar B.",USA,Men,football,M,Gold
892,St Louis,1904,Football,Football,"COOKE, George Edwin",USA,Men,football,M,Gold
893,St Louis,1904,Football,Football,"COOKE, Thomas J.",USA,Men,football,M,Gold
894,St Louis,1904,Football,Football,"COSTGROVE, Cormic F.",USA,Men,football,M,Gold
895,St Louis,1904,Football,Football,"CUDMORE, Alexander",USA,Men,football,M,Gold
896,St Louis,1904,Football,Football,DIERKES,USA,Men,football,M,Gold
897,St Louis,1904,Football,Football,"DOOLING, Martin T.",USA,Men,football,M,Gold
898,St Louis,1904,Football,Football,"DUCKER, George",CAN,Men,football,M,Gold
899,St Louis,1904,Football,Football,"FRASER, John Alexander",CAN,Men,football,M,Gold
900,St Louis,1904,Football,Football,"FROST, Frank",USA,Men,football,M,Gold
901,St Louis,1904,Football,Football,"GOURLEY, John",CAN,Men,football,M,Gold
902,St Louis,1904,Football,Football,"HALL, Alexander",CAN,Men,football,M,Gold
903,St Louis,1904,Football,Football,"JAMESON, Claude Stanley",USA,Men,football,M,Gold
904,St Louis,1904,Football,Football,"JAMESON, Henry Wood",USA,Men,football,M,Gold
905,St Louis,1904,Football,Football,"JANUARY, Charles James",USA,Men,football,M,Gold
906,St Louis,1904,Football,Football,"JANUARY, John Hartnett",USA,Men,football,M,Gold
907,St Louis,1904,Football,Football,"JANUARY, Thomas Thurston",USA,Men,football,M,Gold
908,St Louis,1904,Football,Football,"JOHNSON, -",USA,Men,football,M,Gold
909,St Louis,1904,Football,Football,"JOHNSON, Albert",CAN,Men,football,M,Gold
910,St Louis,1904,Football,Football,"LANE, Robert",CAN,Men,football,M,Gold
911,St Louis,1904,Football,Football,"LAWLER, Raymond E.",USA,Men,football,M,Gold
912,St Louis,1904,Football,Football,"LINTON, Ernest",CAN,Men,football,M,Gold
913,St Louis,1904,Football,Football,"LYDON, Joseph",USA,Men,football,M,Gold
914,St Louis,1904,Football,Football,"MACDONALD, Gordon",CAN,Men,football,M,Gold
915,St Louis,1904,Football,Football,"MENGES, Louis John",USA,Men,football,M,Gold
916,St Louis,1904,Football,Football,O'CONNELL,USA,Men,football,M,Gold
917,St Louis,1904,Football,Football,"RATICAN, Peter Joseph",USA,Men,football,M,Gold
918,St Louis,1904,Football,Football,"STEEP, Frederick",CAN,Men,football,M,Gold
919,St Louis,1904,Football,Football,"TATE, Harry",USA,Men,football,M,Gold
920,St Louis,1904,Football,Football,"TAYLOR, Thomas",CAN,Men,football,M,Gold
921,St Louis,1904,Football,Football,"TWAITS, William",CAN,Men,football,M,Gold
935,St Louis,1904,Golf,Golf,"LYON, George Seymour",CAN,Men,individual,M,Gold
937,St Louis,1904,Golf,Golf,"CUMMINS, Edward M.",USA,Men,team,M,Gold
938,St Louis,1904,Golf,Golf,"EDWARDS, Kenneth Paine",USA,Men,team,M,Gold
939,St Louis,1904,Golf,Golf,"EGAN, Henri Chandler",USA,Men,team,M,Gold
940,St Louis,1904,Golf,Golf,"EGAN, Walter Eugene",USA,Men,team,M,Gold
941,St Louis,1904,Golf,Golf,"HUNTER, Robert Edward",USA,Men,team,M,Gold
942,St Louis,1904,Golf,Golf,"MOORE, Nathaniel Fish",USA,Men,team,M,Gold
943,St Louis,1904,Golf,Golf,"PHELPS, Mason Elliot",USA,Men,team,M,Gold
944,St Louis,1904,Golf,Golf,"SAWYER, Danieledward",USA,Men,team,M,Gold
945,St Louis,1904,Golf,Golf,"SMOOT, Clement E.",USA,Men,team,M,Gold
946,St Louis,1904,Golf,Golf,"WOOD, Warren K.",USA,Men,team,M,Gold
958,St Louis,1904,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,club swinging,M,Gold
961,St Louis,1904,Gymnastics,Artistic G.,"SPINNLER, Adolf",SUI,Men,combined 3 events,M,Gold
964,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,combined 4 events,M,Gold
967,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,horizontal bar,M,Gold
968,St Louis,1904,Gymnastics,Artistic G.,"HENNIG, Edward",USA,Men,horizontal bar,M,Gold
970,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,individual all-round,M,Gold
973,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,parallel bars,M,Gold
976,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,pommel horse,M,Gold
979,St Louis,1904,Gymnastics,Artistic G.,"GLASS, Hermann",USA,Men,rings,M,Gold
982,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,rope climbing,M,Gold
990,St Louis,1904,Gymnastics,Artistic G.,"GRIEB, John",USA,Men,team competition,M,Gold
991,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,team competition,M,Gold
992,St Louis,1904,Gymnastics,Artistic G.,"HESS, Max",USA,Men,team competition,M,Gold
993,St Louis,1904,Gymnastics,Artistic G.,"KASSEL, Philipp",USA,Men,team competition,M,Gold
994,St Louis,1904,Gymnastics,Artistic G.,"LENHART, Julius",USA,Men,team competition,M,Gold
995,St Louis,1904,Gymnastics,Artistic G.,"RECKEWEG, Ernst",USA,Men,team competition,M,Gold
1003,St Louis,1904,Gymnastics,Artistic G.,"EYSER, George",USA,Men,vault,M,Gold
1004,St Louis,1904,Gymnastics,Artistic G.,"HEIDA, Anton",USA,Men,vault,M,Gold
1005,St Louis,1904,Lacrosse,Lacrosse,"BLANCHARD, Elie",CAN,Men,lacrosse,M,Gold
1006,St Louis,1904,Lacrosse,Lacrosse,"BRENNAUGH, W.",CAN,Men,lacrosse,M,Gold
1007,St Louis,1904,Lacrosse,Lacrosse,"BRETZ, George",CAN,Men,lacrosse,M,Gold
1008,St Louis,1904,Lacrosse,Lacrosse,"BURNS, William Laurie",CAN,Men,lacrosse,M,Gold
1009,St Louis,1904,Lacrosse,Lacrosse,"CATTANACH, George",CAN,Men,lacrosse,M,Gold
1010,St Louis,1904,Lacrosse,Lacrosse,"CLOUTIER, George",CAN,Men,lacrosse,M,Gold
1011,St Louis,1904,Lacrosse,Lacrosse,"COWAN, Sandy",CAN,Men,lacrosse,M,Gold
1012,St Louis,1904,Lacrosse,Lacrosse,"FLETT, Jack",CAN,Men,lacrosse,M,Gold
1013,St Louis,1904,Lacrosse,Lacrosse,"JAMIESON, Benjamin",CAN,Men,lacrosse,M,Gold
1014,St Louis,1904,Lacrosse,Lacrosse,"LAIDLAW, Hilliard",CAN,Men,lacrosse,M,Gold
1015,St Louis,1904,Lacrosse,Lacrosse,"LYLE, H.",CAN,Men,lacrosse,M,Gold
1016,St Louis,1904,Lacrosse,Lacrosse,"ORRIS, William F.L.",CAN,Men,lacrosse,M,Gold
1017,St Louis,1904,Lacrosse,Lacrosse,"PENTLAND, L.H.",CAN,Men,lacrosse,M,Gold
1032,St Louis,1904,Roque,Roque,"JACOBUS, Charles",USA,Men,individual,M,Gold
1036,St Louis,1904,Rowing,Rowing,"FARNAM, Robert",USA,Men,coxless pair (2-),M,Gold
1037,St Louis,1904,Rowing,Rowing,"RYAN, Joseph",USA,Men,coxless pair (2-),M,Gold
1042,St Louis,1904,Rowing,Rowing,"MULCAHY, John J.F.",USA,Men,double sculls (2x),M,Gold
1043,St Louis,1904,Rowing,Rowing,"VARLEY, William",USA,Men,double sculls (2x),M,Gold
1046,St Louis,1904,Rowing,Rowing,"ABELL, Louis",USA,Men,eight with coxswain (8+),M,Gold
1047,St Louis,1904,Rowing,Rowing,"ARMSTRONG, Charles E.",USA,Men,eight with coxswain (8+),M,Gold
1048,St Louis,1904,Rowing,Rowing,"CRESSER, Frederick",USA,Men,eight with coxswain (8+),M,Gold
1049,St Louis,1904,Rowing,Rowing,"DEMPSEY, Joseph F.",USA,Men,eight with coxswain (8+),M,Gold
1050,St Louis,1904,Rowing,Rowing,"EXLEY, John",USA,Men,eight with coxswain (8+),M,Gold
1051,St Louis,1904,Rowing,Rowing,"FLANIGAN, James",USA,Men,eight with coxswain (8+),M,Gold
1052,St Louis,1904,Rowing,Rowing,"GLEASON, Michael D.",USA,Men,eight with coxswain (8+),M,Gold
1053,St Louis,1904,Rowing,Rowing,"LOTT, Harry Hunter",USA,Men,eight with coxswain (8+),M,Gold
1054,St Louis,1904,Rowing,Rowing,"SCHELL, Frank Reaner",USA,Men,eight with coxswain (8+),M,Gold
1068,St Louis,1904,Rowing,Rowing,"DIETZ, George",USA,Men,four without coxswain (4-),M,Gold
1069,St Louis,1904,Rowing,Rowing,"ERKER, August",USA,Men,four without coxswain (4-),M,Gold
1070,St Louis,1904,Rowing,Rowing,"NASSE, Albert",USA,Men,four without coxswain (4-),M,Gold
1071,St Louis,1904,Rowing,Rowing,"STOCKHOFF, Arthur",USA,Men,four without coxswain (4-),M,Gold
1077,St Louis,1904,Rowing,Rowing,"GREER, Frank",USA,Men,single sculls (1x),M,Gold
1083,St Louis,1904,Tennis,Tennis,"LEONARD, Edgar Welch",USA,Men,doubles,M,Gold
1084,St Louis,1904,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,doubles,M,Gold
1089,St Louis,1904,Tennis,Tennis,"WRIGHT, Beals Coleman",USA,Men,singles,M,Gold
1096,St Louis,1904,Tug of War,Tug of War,"FLANAGAN, Patrick",USA,Men,tug of war,M,Gold
1097,St Louis,1904,Tug of War,Tug of War,"JOHNSON, Sydney B.",USA,Men,tug of war,M,Gold
1098,St Louis,1904,Tug of War,Tug of War,"MAGNUSSEN, Conrad",USA,Men,tug of war,M,Gold
1099,St Louis,1904,Tug of War,Tug of War,"OLSON, Oscar G.",USA,Men,tug of war,M,Gold
1100,St Louis,1904,Tug of War,Tug of War,"SICLING, H.",USA,Men,tug of war,M,Gold
1107,St Louis,1904,Weightlifting,Weightlifting,"OSTHOFF, Oscar Paul",USA,Men,all-around Dumbbell contest,M,Gold
1110,St Louis,1904,Weightlifting,Weightlifting,"KAKOUSIS, Perikles",GRE,Men,heavyweight - two hand lift,M,Gold
1113,St Louis,1904,Wrestling,Wrestling Free.,"CURRY, Robert",USA,Men,- 47.6kg (light-flyweight),M,Gold
1116,St Louis,1904,Wrestling,Wrestling Free.,"HANSEN, Bernhuff",USA,Men,+ 71.67kg (heavyweight),M,Gold
1119,St Louis,1904,Wrestling,Wrestling Free.,"MEHNERT, George Nicholas",USA,Men,47.6 - 52.16kg (flyweight),M,Gold
1122,St Louis,1904,Wrestling,Wrestling Free.,"NIFLOT, Isidor",USA,Men,52.16 - 56.7kg (bantamweight),M,Gold
1125,St Louis,1904,Wrestling,Wrestling Free.,"BRADSHAW, Benjamin Joseph",USA,Men,56.7 - 61.23kg (featherweight),M,Gold
1128,St Louis,1904,Wrestling,Wrestling Free.,"ROEHM, Otto F.",USA,Men,61.23 - 65.77kg (lightweight),M,Gold
1131,St Louis,1904,Wrestling,Wrestling Free.,"ERICKSEN, Charles",USA,Men,65.77 - 71.67kg (welterweight),M,Gold
1134,London,1908,Aquatics,Diving,"JOHANSSON, Hjalmar",SWE,Men,10m platform,M,Gold
1138,London,1908,Aquatics,Diving,"ZÜRNER, Albert",GER,Men,3m springboard,M,Gold
1141,London,1908,Aquatics,Swimming,"BIEBERSTEIN, Arno",GER,Men,100m backstroke,M,Gold
1144,London,1908,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100m freestyle,M,Gold
1147,London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,1500m freestyle,M,Gold
1150,London,1908,Aquatics,Swimming,"HOLMAN, Frederick",GBR,Men,200m breaststroke,M,Gold
1153,London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,400m freestyle,M,Gold
1159,London,1908,Aquatics,Swimming,"DERBYSHIRE, John Henry",GBR,Men,4x200m freestyle relay,M,Gold
1160,London,1908,Aquatics,Swimming,"FOSTER, William",GBR,Men,4x200m freestyle relay,M,Gold
1161,London,1908,Aquatics,Swimming,"RADMILOVIC, Paul",GBR,Men,4x200m freestyle relay,M,Gold
1162,London,1908,Aquatics,Swimming,"TAYLOR, Henry",GBR,Men,4x200m freestyle relay,M,Gold
1167,London,1908,Aquatics,Water polo,"CORNET, George Thomson",GBR,Men,water polo,M,Gold
1168,London,1908,Aquatics,Water polo,"FORSYTH, Charles Eric",GBR,Men,water polo,M,Gold
1169,London,1908,Aquatics,Water polo,"NEVINSON, George Wilfrid",GBR,Men,water polo,M,Gold
1170,London,1908,Aquatics,Water polo,"RADMILOVIC, Paul",GBR,Men,water polo,M,Gold
1171,London,1908,Aquatics,Water polo,"SMITH, Charles Sydney",GBR,Men,water polo,M,Gold
1172,London,1908,Aquatics,Water polo,"THOULD, Thomas Henry",GBR,Men,water polo,M,Gold
1173,London,1908,Aquatics,Water polo,"WILKINSON, George",GBR,Men,water polo,M,Gold
1182,London,1908,Archery,Archery,"GRISOT, EugÃ¨ne G.",FRA,Men,continental style 50m,M,Gold
1185,London,1908,Archery,Archery,"NEWALL, Sybil Fenton Quenni",GBR,Women,national round (60y - 50y),W,Gold
1188,London,1908,Archery,Archery,"DOD, William",GBR,Men,york round (100y - 80y - 60y),M,Gold
1191,London,1908,Athletics,Athletics,"WALKER, Reginald",RSA,Men,100m,M,Gold
1194,London,1908,Athletics,Athletics,"LARNER, George Edward",GBR,Men,10miles walk (16093m),M,Gold
1197,London,1908,Athletics,Athletics,"SMITHSON, Forrest",USA,Men,110m hurdles,M,Gold
1200,London,1908,Athletics,Athletics,"SHEPPARD, Melvin",USA,Men,1500m,M,Gold
1203,London,1908,Athletics,Athletics,"KERR, Robert",CAN,Men,200m,M,Gold
1206,London,1908,Athletics,Athletics,"RUSSELL, Arthur",GBR,Men,3200m steeplechase,M,Gold
1209,London,1908,Athletics,Athletics,"LARNER, George Edward",GBR,Men,3500m walk,M,Gold
1214,London,1908,Athletics,Athletics,"COALES, William",GBR,Men,3miles team (4828m),M,Gold
1215,London,1908,Athletics,Athletics,"DEAKIN, Joseph Edmund",GBR,Men,3miles team (4828m),M,Gold
1216,London,1908,Athletics,Athletics,"ROBERTSON, Arthur James",GBR,Men,3miles team (4828m),M,Gold
1220,London,1908,Athletics,Athletics,"HALSWELLE, Wyndham",GBR,Men,400m,M,Gold
1222,London,1908,Athletics,Athletics,"BACON, Charles Joseph",USA,Men,400m hurdles,M,Gold
1228,London,1908,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,4x400m relay,M,Gold
1229,London,1908,Athletics,Athletics,"HAMILTON, William Frank",USA,Men,4x400m relay,M,Gold
1230,London,1908,Athletics,Athletics,"SHEPPARD, Melvin",USA,Men,4x400m relay,M,Gold
1231,London,1908,Athletics,Athletics,"TAYLOR, John Baxter",USA,Men,4x400m relay,M,Gold
1237,London,1908,Athletics,Athletics,"VOIGT, Emil Robert",GBR,Men,5 miles (8047m),M,Gold
1240,London,1908,Athletics,Athletics,"SHEPPARD, Melvin",USA,Men,800m,M,Gold
1243,London,1908,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,discus throw,M,Gold
1246,London,1908,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,discus throw ancient style,M,Gold
1249,London,1908,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,M,Gold
1251,London,1908,Athletics,Athletics,"PORTER, Harry Franklin",USA,Men,high jump,M,Gold
1255,London,1908,Athletics,Athletics,"EWRY, Ray",USA,Men,"high jump, standing",M,Gold
1259,London,1908,Athletics,Athletics,"LEMMING, Eric",SWE,Men,javelin throw,M,Gold
1262,London,1908,Athletics,Athletics,"LEMMING, Eric",SWE,Men,javelin throw freestyle,M,Gold
1265,London,1908,Athletics,Athletics,"IRONS, Francis C.",USA,Men,long jump,M,Gold
1268,London,1908,Athletics,Athletics,"EWRY, Ray",USA,Men,"long jump, standing",M,Gold
1271,London,1908,Athletics,Athletics,"HAYES, John Joseph",USA,Men,marathon,M,Gold
1276,London,1908,Athletics,Athletics,"COOKE, Edward Tiffin",USA,Men,pole vault,M,Gold
1277,London,1908,Athletics,Athletics,"GILBERT, Alfred Carleten",USA,Men,pole vault,M,Gold
1279,London,1908,Athletics,Athletics,"ROSE, Ralph",USA,Men,shot put,M,Gold
1282,London,1908,Athletics,Athletics,"AHEARNE, Timoty J.",GBR,Men,triple jump,M,Gold
1285,London,1908,Boxing,Boxing,"THOMAS, A. Henry",GBR,Men,- 52.62kg (bantamweight),M,Gold
1288,London,1908,Boxing,Boxing,"OLDMAN, Albert Leonard",GBR,Men,+ 71.67kg (heavyweight),M,Gold
1291,London,1908,Boxing,Boxing,"GUNN, Richard Kenneth",GBR,Men,52.62 - 57.15kg (featherweight),M,Gold
1294,London,1908,Boxing,Boxing,"GRACE, Frederick",GBR,Men,57.15 - 63.5kg (lightweight),M,Gold
1297,London,1908,Boxing,Boxing,"DOUGLAS, John William Henry T.",GBR,Men,63.5 - 71.67kg (middleweight),M,Gold
1300,London,1908,Cycling,Cycling Track,"BARTLETT, Charles Henry",GBR,Men,100km,M,Gold
1306,London,1908,Cycling,Cycling Track,"JONES, Benjamin",GBR,Men,"1980 yards Pursuit, Team",M,Gold
1307,London,1908,Cycling,Cycling Track,"KINGSBURY, Clarence Brickwood",GBR,Men,"1980 yards Pursuit, Team",M,Gold
1308,London,1908,Cycling,Cycling Track,"MEREDITH, Leonard Lewis",GBR,Men,"1980 yards Pursuit, Team",M,Gold
1309,London,1908,Cycling,Cycling Track,"PAYNE, Ernest",GBR,Men,"1980 yards Pursuit, Team",M,Gold
1316,London,1908,Cycling,Cycling Track,"AUFFRAY, André",FRA,Men,2000m tandem,M,Gold
1317,London,1908,Cycling,Cycling Track,"SCHILLES, Maurice",FRA,Men,2000m tandem,M,Gold
1321,London,1908,Cycling,Cycling Track,"KINGSBURY, Clarence Brickwood",GBR,Men,20km,M,Gold
1324,London,1908,Cycling,Cycling Track,"JONES, Benjamin",GBR,Men,5000m,M,Gold
1327,London,1908,Cycling,Cycling Track,"JOHNSON, Victor Louis",GBR,Men,One lap (660y) sprint,M,Gold
1330,London,1908,Fencing,Fencing,"ALIBERT, Gaston",FRA,Men,épée individual,M,Gold
1337,London,1908,Fencing,Fencing,"ALIBERT, Gaston",FRA,Men,épée team,M,Gold
1338,London,1908,Fencing,Fencing,"BERGER, Henri-Georges",FRA,Men,épée team,M,Gold
1339,London,1908,Fencing,Fencing,"COLLIGNON, Charles",FRA,Men,épée team,M,Gold
1340,London,1908,Fencing,Fencing,"OLIVIER, Eugène Victor",FRA,Men,épée team,M,Gold
1346,London,1908,Fencing,Fencing,"FUCHS, Jenö",HUN,Men,sabre individual,M,Gold
1352,London,1908,Fencing,Fencing,"FUCHS, Jenö",HUN,Men,sabre team,M,Gold
1353,London,1908,Fencing,Fencing,"GERDE, Oskar",HUN,Men,sabre team,M,Gold
1354,London,1908,Fencing,Fencing,"TOTH, Peter",HUN,Men,sabre team,M,Gold
1355,London,1908,Fencing,Fencing,"WERKNER, Lajos",HUN,Men,sabre team,M,Gold
1371,London,1908,Football,Football,"BAILEY, Horace Peter",GBR,Men,football,M,Gold
1372,London,1908,Football,Football,"BERRY, Arthur",GBR,Men,football,M,Gold
1373,London,1908,Football,Football,"CHAPMAN, Frederick William",GBR,Men,football,M,Gold
1374,London,1908,Football,Football,"CORBETT, Walter Samuel",GBR,Men,football,M,Gold
1375,London,1908,Football,Football,"HARDMAN, Harold Payne",GBR,Men,football,M,Gold
1376,London,1908,Football,Football,"HAWKES, Robert Murray",GBR,Men,football,M,Gold
1377,London,1908,Football,Football,"HUNT, Kenneth Reginald Gunnery",GBR,Men,football,M,Gold
1378,London,1908,Football,Football,"PURNELL, Clyde Honeysett",GBR,Men,football,M,Gold
1379,London,1908,Football,Football,"SMITH, Herbert",GBR,Men,football,M,Gold
1380,London,1908,Football,Football,"STAPLEY, Henry",GBR,Men,football,M,Gold
1381,London,1908,Football,Football,"WOODWARD, Vivian John",GBR,Men,football,M,Gold
1394,London,1908,Gymnastics,Artistic G.,"BRAGLIA, G. Alberto",ITA,Men,individual all-round,M,Gold
1421,London,1908,Gymnastics,Artistic G.,"ANDERSSON, T.",SWE,Men,team competition,M,Gold
1422,London,1908,Gymnastics,Artistic G.,"ASBRINK, Gosta",SWE,Men,team competition,M,Gold
1423,London,1908,Gymnastics,Artistic G.,"BERGMAN, C.",SWE,Men,team competition,M,Gold
1424,London,1908,Gymnastics,Artistic G.,"BERTILSSON, Per Daniel",SWE,Men,team competition,M,Gold
1425,London,1908,Gymnastics,Artistic G.,"CARLBERG, G. Vilhelm",SWE,Men,team competition,M,Gold
1426,London,1908,Gymnastics,Artistic G.,"CEDERCRONA, Hjalmar Axel Ritz",SWE,Men,team competition,M,Gold
1427,London,1908,Gymnastics,Artistic G.,"CERVIN, Andreas",SWE,Men,team competition,M,Gold
1428,London,1908,Gymnastics,Artistic G.,"DEGERMARK, Rudolf",SWE,Men,team competition,M,Gold
1429,London,1908,Gymnastics,Artistic G.,"ERIKSSON, C.",SWE,Men,team competition,M,Gold
1430,London,1908,Gymnastics,Artistic G.,"FOLCKER, Carl Wilhelm",SWE,Men,team competition,M,Gold
