,City,Edition,Sport,Discipline,Participant,Nation,Sex,Event,Event_gender,Medal
13661,Munich,1972,Rowing,Rowing,"FÄRBER, Hans-Johann",FRG,Men,four-oared shell with coxswain (4-),M,Gold
13670,Munich,1972,Rowing,Rowing,"GUNKEL, Wolfgang",GDR,Men,pair-oared shell with coxswain (2+),M,Gold
13671,Munich,1972,Rowing,Rowing,"LUCKE, Jörg",GDR,Men,pair-oared shell with coxswain (2+),M,Gold
13672,Munich,1972,Rowing,Rowing,"NEUBERT, Klaus-Dieter",GDR,Men,pair-oared shell with coxswain (2+),M,Gold
13677,Munich,1972,Rowing,Rowing,"MALISHEV, Yuri",URS,Men,single sculls (1x),M,Gold
13682,Munich,1972,Sailing,Sailing,"ANDERSON, Thomas James",AUS,Men,dragon,X,Gold
13683,Munich,1972,Sailing,Sailing,"CUNEO, John Bruce",AUS,Men,dragon,X,Gold
13684,Munich,1972,Sailing,Sailing,"SHAW, John Cameron",AUS,Men,dragon,X,Gold
13691,Munich,1972,Sailing,Sailing,"ALLEN, William Charles",USA,Men,fleet/match race keelboat open (Soling),X,Gold
13692,Munich,1972,Sailing,Sailing,"BENTSEN, William Bruce",USA,Men,fleet/match race keelboat open (Soling),X,Gold
13693,Munich,1972,Sailing,Sailing,"MELGES, Harry Clemens",USA,Men,fleet/match race keelboat open (Soling),X,Gold
13699,Munich,1972,Sailing,Sailing,"DAVIES, Christopher",GBR,Men,flying dutchman,X,Gold
13700,Munich,1972,Sailing,Sailing,"PATTISSON, Rodney Stuart",GBR,Men,flying dutchman,X,Gold
13704,Munich,1972,Sailing,Sailing,"MAURY, Serge",FRA,Men,single-handed dinghy (Finn),M,Gold
13708,Munich,1972,Sailing,Sailing,"DYRDYRA, Vitali",URS,Men,tempest,X,Gold
13709,Munich,1972,Sailing,Sailing,"MANKIN, Valentyn",URS,Men,tempest,X,Gold
13714,Munich,1972,Sailing,Sailing,"ANDERSON, John",AUS,Men,two-person keelboat open (Star),X,Gold
13715,Munich,1972,Sailing,Sailing,"FORBES, David John Oliver",AUS,Men,two-person keelboat open (Star),X,Gold
13719,Munich,1972,Shooting,Shooting,"ZAPEDZKI, Jozef",POL,Men,25m rapid fire pistol (60 shots),X,Gold
13722,Munich,1972,Shooting,Shooting,"WIGGER, Lones Wesley Jr.",USA,Men,300m free rifle 3 positions (3x40 shots),X,Gold
13725,Munich,1972,Shooting,Shooting,"SKANÄKER, Ragnar",SWE,Men,50m pistol (60 shots),X,Gold
13728,Munich,1972,Shooting,Shooting,"WRITER, John Henry",USA,Men,50m rifle 3 positions (3x40 shots),X,Gold
13731,Munich,1972,Shooting,Shooting,"LI, Ho-Jun",PRK,Men,50m rifle prone (60 shots),X,Gold
13734,Munich,1972,Shooting,Shooting,"ZHELEZNYAK, Yakov",URS,Men,50m running target (30+30 shots),X,Gold
13737,Munich,1972,Shooting,Shooting,"WIRNHIER, Konrad",FRG,Men,skeet (125 targets),X,Gold
13740,Munich,1972,Shooting,Shooting,"SCALZONE, Angelo",ITA,Men,trap (125 targets),X,Gold
13754,Munich,1972,Volleyball,Volleyball,"FUKAO, Yoshihide",JPN,Men,volleyball,M,Gold
13755,Munich,1972,Volleyball,Volleyball,"KIMURA, Kenji",JPN,Men,volleyball,M,Gold
13756,Munich,1972,Volleyball,Volleyball,"MINAMI, Masayuki",JPN,Men,volleyball,M,Gold
13757,Munich,1972,Volleyball,Volleyball,"MORITA, Jungo",JPN,Men,volleyball,M,Gold
13758,Munich,1972,Volleyball,Volleyball,"NAKAMURA, Yuzo",JPN,Men,volleyball,M,Gold
13759,Munich,1972,Volleyball,Volleyball,"NEKODA, Katsutoshi",JPN,Men,volleyball,M,Gold
13760,Munich,1972,Volleyball,Volleyball,"NISHIMOTO, Tetsuo",JPN,Men,volleyball,M,Gold
13761,Munich,1972,Volleyball,Volleyball,"NOGUCHI, Yasuhiro",JPN,Men,volleyball,M,Gold
13762,Munich,1972,Volleyball,Volleyball,"OKO, Seiji",JPN,Men,volleyball,M,Gold
13763,Munich,1972,Volleyball,Volleyball,"SATO, Tetsuo",JPN,Men,volleyball,M,Gold
13764,Munich,1972,Volleyball,Volleyball,"SHIMAOKA, Kenji",JPN,Men,volleyball,M,Gold
13765,Munich,1972,Volleyball,Volleyball,"YOKOTA, Tadayoshi",JPN,Men,volleyball,M,Gold
13789,Munich,1972,Volleyball,Volleyball,"BOROZNA, Lyudmila",URS,Women,volleyball,W,Gold
13790,Munich,1972,Volleyball,Volleyball,"BULDAKOVA, Lyudmila",URS,Women,volleyball,W,Gold
13791,Munich,1972,Volleyball,Volleyball,"GALUSHKA-DUYUNOVA, Vera",URS,Women,volleyball,W,Gold
13792,Munich,1972,Volleyball,Volleyball,"GONOBOBLEVA, Tatyana",URS,Women,volleyball,W,Gold
13793,Munich,1972,Volleyball,Volleyball,"KUDREVA, Natalya",URS,Women,volleyball,W,Gold
13794,Munich,1972,Volleyball,Volleyball,"LEONTYEVA, Galina",URS,Women,volleyball,W,Gold
13795,Munich,1972,Volleyball,Volleyball,"PONYAEVA-TRETYAKOVA, Tatyana",URS,Women,volleyball,W,Gold
13796,Munich,1972,Volleyball,Volleyball,"RYSKAL, Inna",URS,Women,volleyball,W,Gold
13797,Munich,1972,Volleyball,Volleyball,"SALIKHOVA, Roza",URS,Women,volleyball,W,Gold
13798,Munich,1972,Volleyball,Volleyball,"SARYCHEVA, Tatyana",URS,Women,volleyball,W,Gold
13799,Munich,1972,Volleyball,Volleyball,"SMOLEEVA, Nina",URS,Women,volleyball,W,Gold
13800,Munich,1972,Volleyball,Volleyball,"TURINA, Lyubov",URS,Women,volleyball,W,Gold
13814,Munich,1972,Weightlifting,Weightlifting,"SMALCERZ, Zygmunt",POL,Men,"- 52kg, total (flyweight)",M,Gold
13817,Munich,1972,Weightlifting,Weightlifting,"ALEKSEYEV, Vasily",URS,Men,"+ 110kg, total (super heavyweight)",M,Gold
13820,Munich,1972,Weightlifting,Weightlifting,"FÖLDI, Imre",HUN,Men,"52 - 56kg, total (bantamweight)",M,Gold
13823,Munich,1972,Weightlifting,Weightlifting,"NURIKIAN, Norair",BUL,Men,"56 - 60kg, total (featherweight)",M,Gold
13826,Munich,1972,Weightlifting,Weightlifting,"KIRZHINOV, Mukharbi",URS,Men,"60 - 67.5kg, total (lightweight)",M,Gold
13829,Munich,1972,Weightlifting,Weightlifting,"BIKOV, Yordan",BUL,Men,"67.5 - 75kg, total (middleweight)",M,Gold
13832,Munich,1972,Weightlifting,Weightlifting,"JENSSEN, Leif Goran",NOR,Men,"75 - 82.5kg, total (light-heavyweight)",M,Gold
13835,Munich,1972,Weightlifting,Weightlifting,"NIKOLOV, Andon",BUL,Men,"82.5 - 90kg, total (middle-heavyweight)",M,Gold
13838,Munich,1972,Weightlifting,Weightlifting,"TALTS, Yan",URS,Men,"91 - 110kg, total (heavyweight)",M,Gold
13841,Munich,1972,Wrestling,Wrestling Free.,"DMITRIEV, Roman",URS,Men,- 48kg (light-flyweight),M,Gold
13844,Munich,1972,Wrestling,Wrestling Free.,"MEDVED, Aleksandr",URS,Men,+ 100kg (super heavyweight),M,Gold
13847,Munich,1972,Wrestling,Wrestling Free.,"KATO, Kiyomi",JPN,Men,48 - 52kg (flyweight),M,Gold
13850,Munich,1972,Wrestling,Wrestling Free.,"YANAGIDA, Hideaki",JPN,Men,52 - 57kg (bantamweight),M,Gold
13853,Munich,1972,Wrestling,Wrestling Free.,"ABDULBEKOV, Zagalav",URS,Men,57 - 62kg (featherweight),M,Gold
13856,Munich,1972,Wrestling,Wrestling Free.,"GABLE, Daniel Mack",USA,Men,62 - 68kg (lightweight),M,Gold
13859,Munich,1972,Wrestling,Wrestling Free.,"WELLS, Wayne Turner",USA,Men,68 - 74kg (welterweight),M,Gold
13862,Munich,1972,Wrestling,Wrestling Free.,"TEDIASHVILI, Levan",URS,Men,74 - 82kg (middleweight),M,Gold
13865,Munich,1972,Wrestling,Wrestling Free.,"PETERSON, Benjamin Lee",USA,Men,82 - 90kg (light-heavyweight),M,Gold
13868,Munich,1972,Wrestling,Wrestling Free.,"YARYGIN, Ivan",URS,Men,90 - 100kg (heavyweight),M,Gold
13871,Munich,1972,Wrestling,Wrestling Gre-R,"BERCEANU, Gheorghe",ROU,Men,- 48kg (light-flyweight),M,Gold
13874,Munich,1972,Wrestling,Wrestling Gre-R,"ROSHCHIN, Anatoli",URS,Men,+ 100kg (super heavyweight),M,Gold
13877,Munich,1972,Wrestling,Wrestling Gre-R,"KIROV, Petar",BUL,Men,48 - 52kg (flyweight),M,Gold
13880,Munich,1972,Wrestling,Wrestling Gre-R,"KAZAKOV, Rustem",URS,Men,52 - 57kg (bantamweight),M,Gold
13883,Munich,1972,Wrestling,Wrestling Gre-R,"MARKOV, Georghi",BUL,Men,57 - 62kg (featherweight),M,Gold
13886,Munich,1972,Wrestling,Wrestling Gre-R,"KHISAMUTDINOV, Shamil",URS,Men,62 - 68kg (lightweight),M,Gold
13889,Munich,1972,Wrestling,Wrestling Gre-R,"MACHA, Vitezslav",TCH,Men,68 - 74kg (welterweight),M,Gold
13892,Munich,1972,Wrestling,Wrestling Gre-R,"HEGEDÜS, Csaba",HUN,Men,74 - 82kg (middleweight),M,Gold
13895,Munich,1972,Wrestling,Wrestling Gre-R,"REZANTSEV, Valeri",URS,Men,82 - 90kg (light-heavyweight),M,Gold
13898,Munich,1972,Wrestling,Wrestling Gre-R,"MARTINESCU, Nicolae",ROU,Men,90 - 100kg (heavyweight),M,Gold
13901,Montreal,1976,Aquatics,Diving,"DIBIASI, Klaus",ITA,Men,10m platform,M,Gold
13904,Montreal,1976,Aquatics,Diving,"VAYTSEKHOVSKAYA, Elena",URS,Women,10m platform,W,Gold
13907,Montreal,1976,Aquatics,Diving,"BOGGS, Philip George",USA,Men,3m springboard,M,Gold
13910,Montreal,1976,Aquatics,Diving,"CHANDLER, Jennifer Kay",USA,Women,3m springboard,W,Gold
13913,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,100m backstroke,M,Gold
13916,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,100m backstroke,W,Gold
13919,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,100m breaststroke,M,Gold
13922,Montreal,1976,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,100m breaststroke,W,Gold
13925,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,100m butterfly,M,Gold
13928,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m butterfly,W,Gold
13931,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,100m freestyle,M,Gold
13934,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,100m freestyle,W,Gold
13937,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,1500m freestyle,M,Gold
13940,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,200m backstroke,M,Gold
13943,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,200m backstroke,W,Gold
13946,Montreal,1976,Aquatics,Swimming,"WILKIE, David Andrew",GBR,Men,200m breaststroke,M,Gold
13949,Montreal,1976,Aquatics,Swimming,"KOSHEVAYA, Marina",URS,Women,200m breaststroke,W,Gold
13952,Montreal,1976,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,200m butterfly,M,Gold
13955,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,200m butterfly,W,Gold
13958,Montreal,1976,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,200m freestyle,M,Gold
13961,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,200m freestyle,W,Gold
13964,Montreal,1976,Aquatics,Swimming,"GOODELL, Brian Stuart",USA,Men,400m freestyle,M,Gold
13967,Montreal,1976,Aquatics,Swimming,"THÜMER, Petra",GDR,Women,400m freestyle,W,Gold
13970,Montreal,1976,Aquatics,Swimming,"STRACHAN, Rodney",USA,Men,400m individual medley,M,Gold
13973,Montreal,1976,Aquatics,Swimming,"TAUBER, Ulrike",GDR,Women,400m individual medley,W,Gold
13979,Montreal,1976,Aquatics,Swimming,"BABASHOFF, Shirley Farber",USA,Women,4x100m freestyle relay,W,Gold
13980,Montreal,1976,Aquatics,Swimming,"BOGLIOLI, Wendy Lansbach",USA,Women,4x100m freestyle relay,W,Gold
13981,Montreal,1976,Aquatics,Swimming,"PEYTON, Kim Marie",USA,Women,4x100m freestyle relay,W,Gold
13982,Montreal,1976,Aquatics,Swimming,"STERKEL, Gillian Ann",USA,Women,4x100m freestyle relay,W,Gold
13991,Montreal,1976,Aquatics,Swimming,"HENCKEN, John Frederick",USA,Men,4x100m medley relay,M,Gold
13992,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,4x100m medley relay,M,Gold
13993,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,4x100m medley relay,M,Gold
13994,Montreal,1976,Aquatics,Swimming,"VOGEL, Matthew Haynes",USA,Men,4x100m medley relay,M,Gold
14003,Montreal,1976,Aquatics,Swimming,"ANKE, Hannelore",GDR,Women,4x100m medley relay,W,Gold
14004,Montreal,1976,Aquatics,Swimming,"ENDER, Kornelia",GDR,Women,4x100m medley relay,W,Gold
14005,Montreal,1976,Aquatics,Swimming,"POLLACK, Andrea",GDR,Women,4x100m medley relay,W,Gold
14006,Montreal,1976,Aquatics,Swimming,"RICHTER, Ulrike",GDR,Women,4x100m medley relay,W,Gold
14015,Montreal,1976,Aquatics,Swimming,"BRUNER, Michael Lee",USA,Men,4x200m freestyle relay,M,Gold
14016,Montreal,1976,Aquatics,Swimming,"FURNISS, Bruce Macfarlane",USA,Men,4x200m freestyle relay,M,Gold
14017,Montreal,1976,Aquatics,Swimming,"MONTGOMERY, James Paul",USA,Men,4x200m freestyle relay,M,Gold
14018,Montreal,1976,Aquatics,Swimming,"NABER, John Phillips",USA,Men,4x200m freestyle relay,M,Gold
14024,Montreal,1976,Aquatics,Swimming,"THÜMER, Petra",GDR,Women,800m freestyle,W,Gold
14037,Montreal,1976,Aquatics,Water polo,"CSAPO, Gabor",HUN,Men,water polo,M,Gold
14038,Montreal,1976,Aquatics,Water polo,"CSERVENYAK, Tibor",HUN,Men,water polo,M,Gold
14039,Montreal,1976,Aquatics,Water polo,"FARAGO, Tamas",HUN,Men,water polo,M,Gold
14040,Montreal,1976,Aquatics,Water polo,"GERENDAS, Gyorgy",HUN,Men,water polo,M,Gold
14041,Montreal,1976,Aquatics,Water polo,"HORKAI, Gyorgy",HUN,Men,water polo,M,Gold
14042,Montreal,1976,Aquatics,Water polo,"KENEZ, Gyorgy",HUN,Men,water polo,M,Gold
14043,Montreal,1976,Aquatics,Water polo,"KONRAD, Ferenc",HUN,Men,water polo,M,Gold
14044,Montreal,1976,Aquatics,Water polo,"MOLNAR, Endre",HUN,Men,water polo,M,Gold
14045,Montreal,1976,Aquatics,Water polo,"SAROSI, Laszlo",HUN,Men,water polo,M,Gold
14046,Montreal,1976,Aquatics,Water polo,"SUDAR, Attila",HUN,Men,water polo,M,Gold
14047,Montreal,1976,Aquatics,Water polo,"SZIVOS, Istvan",HUN,Men,water polo,M,Gold
14060,Montreal,1976,Archery,Archery,"PACE, Darrell Owen",USA,Men,individual FITA round,M,Gold
14063,Montreal,1976,Archery,Archery,"RYON, Luann Marie",USA,Women,individual FITA round,W,Gold
14066,Montreal,1976,Athletics,Athletics,"VIREN, Lasse",FIN,Men,10000m,M,Gold
14069,Montreal,1976,Athletics,Athletics,"CRAWFORD, Hasely",TRI,Men,100m,M,Gold
14072,Montreal,1976,Athletics,Athletics,"RICHTER-IRRGANG, Annegret",FRG,Women,100m,W,Gold
14075,Montreal,1976,Athletics,Athletics,"SCHALLER-KLIER, Johanna",GDR,Women,100m hurdles,W,Gold
14078,Montreal,1976,Athletics,Athletics,"DRUT, Guy",FRA,Men,110m hurdles,M,Gold
14081,Montreal,1976,Athletics,Athletics,"WALKER, John",NZL,Men,1500m,M,Gold
14084,Montreal,1976,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Women,1500m,W,Gold
14087,Montreal,1976,Athletics,Athletics,"QUARRIE, Donald",JAM,Men,200m,M,Gold
14090,Montreal,1976,Athletics,Athletics,"ECKERT-WÖCKEL, Bärbel",GDR,Women,200m,W,Gold
14093,Montreal,1976,Athletics,Athletics,"BAUTISTA ROCHA, Daniel",MEX,Men,20km walk,M,Gold
14096,Montreal,1976,Athletics,Athletics,"GARDERUD, Anders",SWE,Men,3000m steeplechase,M,Gold
14099,Montreal,1976,Athletics,Athletics,"JUANTORENA, Alberto",CUB,Men,400m,M,Gold
14102,Montreal,1976,Athletics,Athletics,"SZEWINSKA, Irena",POL,Women,400m,W,Gold
14105,Montreal,1976,Athletics,Athletics,"MOSES, Edwin",USA,Men,400m hurdles,M,Gold
14111,Montreal,1976,Athletics,Athletics,"GLANCE, Harvey Edward",USA,Men,4x100m relay,M,Gold
14112,Montreal,1976,Athletics,Athletics,"HAMPTON, Millard Frank Jr.",USA,Men,4x100m relay,M,Gold
14113,Montreal,1976,Athletics,Athletics,"JONES, John Wesley",USA,Men,4x100m relay,M,Gold
14114,Montreal,1976,Athletics,Athletics,"RIDDICK, Steven Earl",USA,Men,4x100m relay,M,Gold
14123,Montreal,1976,Athletics,Athletics,"BODENDORF, Carla",GDR,Women,4x100m relay,W,Gold
14124,Montreal,1976,Athletics,Athletics,"ECKERT-WÖCKEL, Bärbel",GDR,Women,4x100m relay,W,Gold
14125,Montreal,1976,Athletics,Athletics,"OELSNER-GÖHR, Marlies",GDR,Women,4x100m relay,W,Gold
14126,Montreal,1976,Athletics,Athletics,"STECHER, Renate",GDR,Women,4x100m relay,W,Gold
14135,Montreal,1976,Athletics,Athletics,"BROWN, Benjamin Gene",USA,Men,4x400m relay,M,Gold
14136,Montreal,1976,Athletics,Athletics,"FRAZIER, Herman Ronald",USA,Men,4x400m relay,M,Gold
14137,Montreal,1976,Athletics,Athletics,"NEWHOUSE, Frederick Vaughn",USA,Men,4x400m relay,M,Gold
14138,Montreal,1976,Athletics,Athletics,"PARKS, Maxwell Lander",USA,Men,4x400m relay,M,Gold
14147,Montreal,1976,Athletics,Athletics,"BREHMER-LATHAN, Christina",GDR,Women,4x400m relay,W,Gold
14148,Montreal,1976,Athletics,Athletics,"MALETZKI, Doris",GDR,Women,4x400m relay,W,Gold
14149,Montreal,1976,Athletics,Athletics,"ROHDE, Brigitte",GDR,Women,4x400m relay,W,Gold
14150,Montreal,1976,Athletics,Athletics,"STROPAHL-STREIDT, Ellen",GDR,Women,4x400m relay,W,Gold
14156,Montreal,1976,Athletics,Athletics,"VIREN, Lasse",FIN,Men,5000m,M,Gold
14159,Montreal,1976,Athletics,Athletics,"JUANTORENA, Alberto",CUB,Men,800m,M,Gold
14162,Montreal,1976,Athletics,Athletics,"KAZANKINA, Tatiana",URS,Women,800m,W,Gold
14165,Montreal,1976,Athletics,Athletics,"JENNER, William Bruce",USA,Men,decathlon,M,Gold
14168,Montreal,1976,Athletics,Athletics,"WILKINS, Malcolm Maurice",USA,Men,discus throw,M,Gold
14171,Montreal,1976,Athletics,Athletics,"SCHLAAK-JAHL, Evelin",GDR,Women,discus throw,W,Gold
14174,Montreal,1976,Athletics,Athletics,"SEDYKH, Yuri",URS,Men,hammer throw,M,Gold
14177,Montreal,1976,Athletics,Athletics,"WSZOLA, Jacek",POL,Men,high jump,M,Gold
14180,Montreal,1976,Athletics,Athletics,"WITSCHAS-ACKERMANN, Rosemarie",GDR,Women,high jump,W,Gold
14183,Montreal,1976,Athletics,Athletics,"NEMETH, Miklos",HUN,Men,javelin throw,M,Gold
14186,Montreal,1976,Athletics,Athletics,"FUCHS, Ruth",GDR,Women,javelin throw,W,Gold
14189,Montreal,1976,Athletics,Athletics,"ROBINSON, Arnie",USA,Men,long jump,M,Gold
14192,Montreal,1976,Athletics,Athletics,"VOIGT, Angela",GDR,Women,long jump,W,Gold
14195,Montreal,1976,Athletics,Athletics,"CIERPINSKI, Waldemar",GDR,Men,marathon,M,Gold
14198,Montreal,1976,Athletics,Athletics,"SIEGL, Siegrun",GDR,Women,pentathlon,W,Gold
14201,Montreal,1976,Athletics,Athletics,"SLUSARSKI, Tadeusz",POL,Men,pole vault,M,Gold
14204,Montreal,1976,Athletics,Athletics,"BEYER, Udo",GDR,Men,shot put,M,Gold
14207,Montreal,1976,Athletics,Athletics,"CHRISTOVA-TODOROVA, Ivanka Mikailova",BUL,Women,shot put,W,Gold
14210,Montreal,1976,Athletics,Athletics,"SANEEV, Viktor",URS,Men,triple jump,M,Gold
14224,Montreal,1976,Basketball,Basketball,"ARMSTRONG, Michael Taylor (Tate)",USA,Men,basketball,M,Gold
14225,Montreal,1976,Basketball,Basketball,"BUCKNER, William Quinn",USA,Men,basketball,M,Gold
14226,Montreal,1976,Basketball,Basketball,"CARR, Kenneth Alan",USA,Men,basketball,M,Gold
14227,Montreal,1976,Basketball,Basketball,"DANTLEY, Adrian Delano",USA,Men,basketball,M,Gold
14228,Montreal,1976,Basketball,Basketball,"DAVIS, Walter Paul",USA,Men,basketball,M,Gold
14229,Montreal,1976,Basketball,Basketball,"FORD, Philip Jackson, Jr.",USA,Men,basketball,M,Gold
14230,Montreal,1976,Basketball,Basketball,"GRUNFELD, Ernest",USA,Men,basketball,M,Gold
14231,Montreal,1976,Basketball,Basketball,"HUBBARD, Phillip Gregory",USA,Men,basketball,M,Gold
14232,Montreal,1976,Basketball,Basketball,"KUPCHAK, Mitchell",USA,Men,basketball,M,Gold
14233,Montreal,1976,Basketball,Basketball,"LAGARDE, Thomas Joseph",USA,Men,basketball,M,Gold
14234,Montreal,1976,Basketball,Basketball,"MAY, Scott Glenn",USA,Men,basketball,M,Gold
14235,Montreal,1976,Basketball,Basketball,"SHEPPARD, Steven",USA,Men,basketball,M,Gold
14260,Montreal,1976,Basketball,Basketball,"BARISHEVA-KOROSTELEVA, Olga",URS,Women,basketball,W,Gold
14261,Montreal,1976,Basketball,Basketball,"DAUNENE, Tamara",URS,Women,basketball,W,Gold
14262,Montreal,1976,Basketball,Basketball,"FERYABNIKOVA, Nelli",URS,Women,basketball,W,Gold
14263,Montreal,1976,Basketball,Basketball,"KLIMOVA, Natalya",URS,Women,basketball,W,Gold
14264,Montreal,1976,Basketball,Basketball,"KURVYAKOVA, Raisa",URS,Women,basketball,W,Gold
14265,Montreal,1976,Basketball,Basketball,"OVECHKINA, Tatiana",URS,Women,basketball,W,Gold
14266,Montreal,1976,Basketball,Basketball,"RUPSHENE, Angelia",URS,Women,basketball,W,Gold
14267,Montreal,1976,Basketball,Basketball,"SEMENOVA, Iuliana",URS,Women,basketball,W,Gold
14268,Montreal,1976,Basketball,Basketball,"SHUVAEVA-OLKHOVA, Nadezhda",URS,Women,basketball,W,Gold
14269,Montreal,1976,Basketball,Basketball,"SUKHARNOVA, Olga",URS,Women,basketball,W,Gold
14270,Montreal,1976,Basketball,Basketball,"ZAKHAROVA, Nadezhda",URS,Women,basketball,W,Gold
14271,Montreal,1976,Basketball,Basketball,"ZAKHAROVA-NADIROVA, Tatiana",URS,Women,basketball,W,Gold
14286,Montreal,1976,Boxing,Boxing,"HERNANDEZ PADRON, Jorge",CUB,Men,- 48kg (light-flyweight),M,Gold
14290,Montreal,1976,Boxing,Boxing,"STEVENSON, Teofilo",CUB,Men,+ 81kg (heavyweight),M,Gold
14294,Montreal,1976,Boxing,Boxing,"RANDOLPH, Leonard",USA,Men,48 - 51kg (flyweight),M,Gold
14298,Montreal,1976,Boxing,Boxing,"GU, Young Jo",PRK,Men,51 - 54kg (bantamweight),M,Gold
14302,Montreal,1976,Boxing,Boxing,"HERRERA VERA, Angel",CUB,Men,54 - 57kg (featherweight),M,Gold
14306,Montreal,1976,Boxing,Boxing,"DAVIS, Howard Edward, Jr.",USA,Men,57 - 60kg (lightweight),M,Gold
14310,Montreal,1976,Boxing,Boxing,"LEONARD, Ray Charles",USA,Men,60 - 63.5kg (light-welterweight),M,Gold
14314,Montreal,1976,Boxing,Boxing,"BACHFELD, Jochen",GDR,Men,63.5 - 67kg (welterweight),M,Gold
14318,Montreal,1976,Boxing,Boxing,"RYBICKI, Jerzy",POL,Men,67 - 71kg (light-middleweight),M,Gold
14322,Montreal,1976,Boxing,Boxing,"SPINKS, Michael L.",USA,Men,71-75kg,M,Gold
14326,Montreal,1976,Boxing,Boxing,"SPINKS, Leonard, Jr.",USA,Men,75 - 81kg (light-heavyweight),M,Gold
14329,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"LJUBEK, Matija",YUG,Men,C-1 1000m (canoe single),M,Gold
14332,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ROGOV, Aleksandr",URS,Men,C-1 500m (canoe single),M,Gold
14336,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Men,C-2 1000m (canoe double),M,Gold
14337,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Men,C-2 1000m (canoe double),M,Gold
14342,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"PETRENKO, Sergei",URS,Men,C-2 500m (canoe double),M,Gold
14343,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"VINOGRADOV, Aleksandr",URS,Men,C-2 500m (canoe double),M,Gold
14347,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"HELM, Rüdiger",GDR,Men,K-1 1000m (kayak single),M,Gold
14350,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DIBA, Vasile",ROU,Men,K-1 500m (kayak single),M,Gold
14353,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ZIRZOW, Carola",GDR,Women,K-1 500m (kayak single),W,Gold
14357,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"NAGORNYI, Sergei",URS,Men,K-2 1000m (kayak double),M,Gold
14358,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"ROMANOVSKY, Vladimir",URS,Men,K-2 1000m (kayak double),M,Gold
14363,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MATTERN, Joachim",GDR,Men,K-2 500m (kayak double),M,Gold
14364,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"OLBRICHT, Bernd",GDR,Men,K-2 500m (kayak double),M,Gold
14369,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"GOPOVA-TROFIMOVA, Nina",URS,Women,K-2 500m (kayak double),W,Gold
14370,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"KREFT-ALEKSEEVA, Galina",URS,Women,K-2 500m (kayak double),W,Gold
14377,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"CHUKHRAI, Sergei",URS,Men,K-4 1000m (kayak four),M,Gold
14378,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"DEGTYAREV, Aleksandr",URS,Men,K-4 1000m (kayak four),M,Gold
14379,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"FILATOV, Yuri",URS,Men,K-4 1000m (kayak four),M,Gold
14380,Montreal,1976,Canoe / Kayak,Canoe / Kayak F,"MOROZOV, Vladimir",URS,Men,K-4 1000m (kayak four),M,Gold
14386,Montreal,1976,Cycling,Cycling Road,"JOHANSSON, Bernt",SWE,Men,individual road race,M,Gold
14392,Montreal,1976,Cycling,Cycling Road,"CHAPLYGIN, Valeri",URS,Men,team time trial,M,Gold
