,Holding Place,Year,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
21335,Atlanta,1996,Aquatics,Swimming,"MARTINO, Angel",USA,Women,100m freestyle,W,Bronze
21338,Atlanta,1996,Aquatics,Swimming,"SMITH, Graeme",GBR,Men,1500m freestyle,M,Bronze
21341,Atlanta,1996,Aquatics,Swimming,"MERISI, Emanuele",ITA,Men,200m backstroke,M,Bronze
21344,Atlanta,1996,Aquatics,Swimming,"RUND, Cathleen",GER,Women,200m backstroke,W,Bronze
21347,Atlanta,1996,Aquatics,Swimming,"KORNEYEV, Andrey",RUS,Men,200m breaststroke,M,Bronze
21350,Atlanta,1996,Aquatics,Swimming,"KOVACS, Agnes",HUN,Women,200m breaststroke,W,Bronze
21353,Atlanta,1996,Aquatics,Swimming,"GOODMAN, Scott",AUS,Men,200m butterfly,M,Bronze
21356,Atlanta,1996,Aquatics,Swimming,"SMITH, Michelle Marie",IRL,Women,200m butterfly,W,Bronze
21359,Atlanta,1996,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,200m freestyle,M,Bronze
21362,Atlanta,1996,Aquatics,Swimming,"HASE, Dagmar",GER,Women,200m freestyle,W,Bronze
21365,Atlanta,1996,Aquatics,Swimming,"MYDEN, Curtis Allen",CAN,Men,200m individual medley,M,Bronze
21368,Atlanta,1996,Aquatics,Swimming,"LIN, Li",CHN,Women,200m individual medley,W,Bronze
21371,Atlanta,1996,Aquatics,Swimming,"KOWALSKI, Daniel",AUS,Men,400m freestyle,M,Bronze
21374,Atlanta,1996,Aquatics,Swimming,"VLIEGHUIS, Kirsten",NED,Women,400m freestyle,W,Bronze
21377,Atlanta,1996,Aquatics,Swimming,"MYDEN, Curtis Allen",CAN,Men,400m individual medley,M,Bronze
21380,Atlanta,1996,Aquatics,Swimming,"EGERSZEGI, Krisztina",HUN,Women,400m individual medley,W,Bronze
21383,Atlanta,1996,Aquatics,Swimming,"LUDERITZ, Alexander",GER,Men,4x100m freestyle relay,M,Bronze
21384,Atlanta,1996,Aquatics,Swimming,"PINGER, Mark",GER,Men,4x100m freestyle relay,M,Bronze
21385,Atlanta,1996,Aquatics,Swimming,"TRÖGER, Christian",GER,Men,4x100m freestyle relay,M,Bronze
21386,Atlanta,1996,Aquatics,Swimming,"ZIKARSKY, Bengt",GER,Men,4x100m freestyle relay,M,Bronze
21387,Atlanta,1996,Aquatics,Swimming,"ZIKARSKY, Björn",GER,Men,4x100m freestyle relay,M,Bronze
21400,Atlanta,1996,Aquatics,Swimming,"BUSCHSCHULTE, Antje",GER,Women,4x100m freestyle relay,W,Bronze
21401,Atlanta,1996,Aquatics,Swimming,"FREITAG, Meike",GER,Women,4x100m freestyle relay,W,Bronze
21402,Atlanta,1996,Aquatics,Swimming,"OSYGUS, Simone",GER,Women,4x100m freestyle relay,W,Bronze
21403,Atlanta,1996,Aquatics,Swimming,"VAN ALMSICK, Franziska",GER,Women,4x100m freestyle relay,W,Bronze
21404,Atlanta,1996,Aquatics,Swimming,"VOELKER, Sandra",GER,Women,4x100m freestyle relay,W,Bronze
21415,Atlanta,1996,Aquatics,Swimming,"DEWICK, Steven",AUS,Men,4x100m medley relay,M,Bronze
21416,Atlanta,1996,Aquatics,Swimming,"HAENEN, Toby Christian",AUS,Men,4x100m medley relay,M,Bronze
21417,Atlanta,1996,Aquatics,Swimming,"KLIM, Michael",AUS,Men,4x100m medley relay,M,Bronze
21418,Atlanta,1996,Aquatics,Swimming,"MILLER, Scott",AUS,Men,4x100m medley relay,M,Bronze
21419,Atlanta,1996,Aquatics,Swimming,"ROGERS, Philip John",AUS,Men,4x100m medley relay,M,Bronze
21435,Atlanta,1996,Aquatics,Swimming,"CAI, Huijue",CHN,Women,4x100m medley relay,W,Bronze
21436,Atlanta,1996,Aquatics,Swimming,"CHEN, Yan",CHN,Women,4x100m medley relay,W,Bronze
21437,Atlanta,1996,Aquatics,Swimming,"HAN, Xue",CHN,Women,4x100m medley relay,W,Bronze
21438,Atlanta,1996,Aquatics,Swimming,"SHAN, Ying",CHN,Women,4x100m medley relay,W,Bronze
21453,Atlanta,1996,Aquatics,Swimming,"DUBROVIN, Konstantin",GER,Men,4x200m freestyle relay,M,Bronze
21454,Atlanta,1996,Aquatics,Swimming,"HEILMANN, Aimo",GER,Men,4x200m freestyle relay,M,Bronze
21455,Atlanta,1996,Aquatics,Swimming,"KELLER, Christian",GER,Men,4x200m freestyle relay,M,Bronze
21456,Atlanta,1996,Aquatics,Swimming,"LAMPE, Oliver",GER,Men,4x200m freestyle relay,M,Bronze
21457,Atlanta,1996,Aquatics,Swimming,"TRÖGER, Christian",GER,Men,4x200m freestyle relay,M,Bronze
21458,Atlanta,1996,Aquatics,Swimming,"ZESNER, Steffen",GER,Men,4x200m freestyle relay,M,Bronze
21468,Atlanta,1996,Aquatics,Swimming,"GREVILLE, Julia",AUS,Women,4x200m freestyle relay,W,Bronze
21469,Atlanta,1996,Aquatics,Swimming,"JOHNSON, Emma",AUS,Women,4x200m freestyle relay,W,Bronze
21470,Atlanta,1996,Aquatics,Swimming,"MACKIE, Lise Maree",AUS,Women,4x200m freestyle relay,W,Bronze
21471,Atlanta,1996,Aquatics,Swimming,"O'NEILL, Susan",AUS,Women,4x200m freestyle relay,W,Bronze
21472,Atlanta,1996,Aquatics,Swimming,"STEVENSON, Nicole Dawn",AUS,Women,4x200m freestyle relay,W,Bronze
21486,Atlanta,1996,Aquatics,Swimming,"SCHERER, Fernando",BRA,Men,50m freestyle,M,Bronze
21489,Atlanta,1996,Aquatics,Swimming,"VOELKER, Sandra",GER,Women,50m freestyle,W,Bronze
21492,Atlanta,1996,Aquatics,Swimming,"VLIEGHUIS, Kirsten",NED,Women,800m freestyle,W,Bronze
21495,Atlanta,1996,Aquatics,Synchronized S.,"FUJII, Raika",JPN,Women,team,W,Bronze
21496,Atlanta,1996,Aquatics,Synchronized S.,"FUJIKI, Mayuko",JPN,Women,team,W,Bronze
21497,Atlanta,1996,Aquatics,Synchronized S.,"JIMBO, Rei",JPN,Women,team,W,Bronze
21498,Atlanta,1996,Aquatics,Synchronized S.,"KAWABE, Miho",JPN,Women,team,W,Bronze
21499,Atlanta,1996,Aquatics,Synchronized S.,"KAWASE, Akiko",JPN,Women,team,W,Bronze
21500,Atlanta,1996,Aquatics,Synchronized S.,"NAKAJIMA, Riho",JPN,Women,team,W,Bronze
21501,Atlanta,1996,Aquatics,Synchronized S.,"TACHIBANA, Miya",JPN,Women,team,W,Bronze
21502,Atlanta,1996,Aquatics,Synchronized S.,"TAKAHASHI, Kaori",JPN,Women,team,W,Bronze
21503,Atlanta,1996,Aquatics,Synchronized S.,"TAKEDA, Miho",JPN,Women,team,W,Bronze
21504,Atlanta,1996,Aquatics,Synchronized S.,"TANAKA, Junko",JPN,Women,team,W,Bronze
21525,Atlanta,1996,Aquatics,Water polo,"ANGELINI, Alberto",ITA,Men,water polo,M,Bronze
21526,Atlanta,1996,Aquatics,Water polo,"ATTOLICO, Francesco",ITA,Men,water polo,M,Bronze
21527,Atlanta,1996,Aquatics,Water polo,"BENCIVENGA, Fabio",ITA,Men,water polo,M,Bronze
21528,Atlanta,1996,Aquatics,Water polo,"BOVO, Alessandro",ITA,Men,water polo,M,Bronze
21529,Atlanta,1996,Aquatics,Water polo,"CALCATERRA, Alessandro",ITA,Men,water polo,M,Bronze
21530,Atlanta,1996,Aquatics,Water polo,"CALCATERRA, Roberto",ITA,Men,water polo,M,Bronze
21531,Atlanta,1996,Aquatics,Water polo,"GERINI, Marco",ITA,Men,water polo,M,Bronze
21532,Atlanta,1996,Aquatics,Water polo,"GHIBELLINI, Alberto",ITA,Men,water polo,M,Bronze
21533,Atlanta,1996,Aquatics,Water polo,"GIUSTOLISI, Luca",ITA,Men,water polo,M,Bronze
21534,Atlanta,1996,Aquatics,Water polo,"POMILIO, Amedeo",ITA,Men,water polo,M,Bronze
21535,Atlanta,1996,Aquatics,Water polo,"POSTIGLIONE, Francesco",ITA,Men,water polo,M,Bronze
21536,Atlanta,1996,Aquatics,Water polo,"SILIPO, Carlo",ITA,Men,water polo,M,Bronze
21537,Atlanta,1996,Aquatics,Water polo,"SOTTANI, Leonardo",ITA,Men,water polo,M,Bronze
21564,Atlanta,1996,Archery,Archery,"OH, Kyo-Moon",KOR,Men,individual (FITA Olympic round - 70m),M,Bronze
21567,Atlanta,1996,Archery,Archery,"SADOVNYCHA, Olena",UKR,Women,individual (FITA Olympic round - 70m),W,Bronze
21570,Atlanta,1996,Archery,Archery,"BISIANI, Matteo",ITA,Men,team (FITA Olympic round - 70m),M,Bronze
21571,Atlanta,1996,Archery,Archery,"FRANGILLI, Michele",ITA,Men,team (FITA Olympic round - 70m),M,Bronze
21572,Atlanta,1996,Archery,Archery,"PARENTI, Andrea",ITA,Men,team (FITA Olympic round - 70m),M,Bronze
21579,Atlanta,1996,Archery,Archery,"DZIECIOL, Iwona",POL,Women,team (FITA Olympic round - 70m),W,Bronze
21580,Atlanta,1996,Archery,Archery,"KLATA, Katarzyna",POL,Women,team (FITA Olympic round - 70m),W,Bronze
21581,Atlanta,1996,Archery,Archery,"NOWICKA, Joanna",POL,Women,team (FITA Olympic round - 70m),W,Bronze
21588,Atlanta,1996,Athletics,Athletics,"HISSOU, Salah",MAR,Men,10000m,M,Bronze
21591,Atlanta,1996,Athletics,Athletics,"WAMI, Gete",ETH,Women,10000m,W,Bronze
21594,Atlanta,1996,Athletics,Athletics,"WANG, Yan",CHN,Women,10000m walk,W,Bronze
21597,Atlanta,1996,Athletics,Athletics,"BOLDON, Ato",TRI,Men,100m,M,Bronze
21600,Atlanta,1996,Athletics,Athletics,"TORRENCE, Gwen",USA,Women,100m,W,Bronze
21603,Atlanta,1996,Athletics,Athletics,"GIRARD, Patricia",FRA,Women,100m hurdles,W,Bronze
21606,Atlanta,1996,Athletics,Athletics,"SCHWARTHOFF, Florian",GER,Men,110m hurdles,M,Bronze
21609,Atlanta,1996,Athletics,Athletics,"KIPKORIR, Stephen",KEN,Men,1500m,M,Bronze
21612,Atlanta,1996,Athletics,Athletics,"KIESL, Theresia",AUT,Women,1500m,W,Bronze
21615,Atlanta,1996,Athletics,Athletics,"BOLDON, Ato",TRI,Men,200m,M,Bronze
21618,Atlanta,1996,Athletics,Athletics,"ONYALI, Mary",NGR,Women,200m,W,Bronze
21621,Atlanta,1996,Athletics,Athletics,"SEGURA, Bernardo",MEX,Men,20km walk,M,Bronze
21624,Atlanta,1996,Athletics,Athletics,"LAMBRUSCHINI, Alessandro",ITA,Men,3000m steeplechase,M,Bronze
21627,Atlanta,1996,Athletics,Athletics,"KAMOGA, Davis",UGA,Men,400m,M,Bronze
21630,Atlanta,1996,Athletics,Athletics,"OGUNKOYA, Falilat",NGR,Women,400m,W,Bronze
21633,Atlanta,1996,Athletics,Athletics,"DAVIS, Calvin",USA,Men,400m hurdles,M,Bronze
21636,Atlanta,1996,Athletics,Athletics,"BUFORD-BAILEY, Tonja",USA,Women,400m hurdles,W,Bronze
21639,Atlanta,1996,Athletics,Athletics,"DA SILVA, Arnaldo",BRA,Men,4x100m relay,M,Bronze
21640,Atlanta,1996,Athletics,Athletics,"DA SILVA, Robson",BRA,Men,4x100m relay,M,Bronze
21641,Atlanta,1996,Athletics,Athletics,"RIBEIRO, Edson",BRA,Men,4x100m relay,M,Bronze
21642,Atlanta,1996,Athletics,Athletics,"SILVA, Andre Domingos",BRA,Men,4x100m relay,M,Bronze
21653,Atlanta,1996,Athletics,Athletics,"CUTHBERT, Juliet",JAM,Women,4x100m relay,W,Bronze
21654,Atlanta,1996,Athletics,Athletics,"FREEMAN, Michele",JAM,Women,4x100m relay,W,Bronze
21655,Atlanta,1996,Athletics,Athletics,"LLOYD, Andrea",JAM,Women,4x100m relay,W,Bronze
21656,Atlanta,1996,Athletics,Athletics,"MITCHELL, Nikole",JAM,Women,4x100m relay,W,Bronze
21657,Atlanta,1996,Athletics,Athletics,"OTTEY-PAGE, Merlene",JAM,Women,4x100m relay,W,Bronze
21658,Atlanta,1996,Athletics,Athletics,"RUSSELL, Gillian Claire",JAM,Women,4x100m relay,W,Bronze
21669,Atlanta,1996,Athletics,Athletics,"BLAKE, Dennis Anthony",JAM,Men,4x400m relay,M,Bronze
21670,Atlanta,1996,Athletics,Athletics,"CLARKE, Davian",JAM,Men,4x400m relay,M,Bronze
21671,Atlanta,1996,Athletics,Athletics,"HAUGHTON, Greg",JAM,Men,4x400m relay,M,Bronze
21672,Atlanta,1996,Athletics,Athletics,"MARTIN, Roxbert",JAM,Men,4x400m relay,M,Bronze
21673,Atlanta,1996,Athletics,Athletics,"MCDONALD, Michael",JAM,Men,4x400m relay,M,Bronze
21674,Atlanta,1996,Athletics,Athletics,"ROBINSON, Garth",JAM,Men,4x400m relay,M,Bronze
21686,Atlanta,1996,Athletics,Athletics,"BREUER, Grit",GER,Women,4x400m relay,W,Bronze
21687,Atlanta,1996,Athletics,Athletics,"KISABAKA, Linda",GER,Women,4x400m relay,W,Bronze
21688,Atlanta,1996,Athletics,Athletics,"ROHLANDER, Uta",GER,Women,4x400m relay,W,Bronze
21689,Atlanta,1996,Athletics,Athletics,"RÜCKER, Anja",GER,Women,4x400m relay,W,Bronze
21699,Atlanta,1996,Athletics,Athletics,"BOULAMI, Khalid",MAR,Men,5000m,M,Bronze
21702,Atlanta,1996,Athletics,Athletics,"BRUNET, Roberta",ITA,Women,5000m,W,Bronze
21705,Atlanta,1996,Athletics,Athletics,"MASSANA, Valentin",ESP,Men,50km walk,M,Bronze
21708,Atlanta,1996,Athletics,Athletics,"ONYANCHA, Fred",KEN,Men,800m,M,Bronze
21711,Atlanta,1996,Athletics,Athletics,"MUTOLA, Maria",MOZ,Women,800m,W,Bronze
21714,Atlanta,1996,Athletics,Athletics,"DVORAK, Tomas",CZE,Men,decathlon,M,Bronze
21717,Atlanta,1996,Athletics,Athletics,"KAPTYUKH, Vasiliy",BLR,Men,discus throw,M,Bronze
21720,Atlanta,1996,Athletics,Athletics,"ZVEREVA, Ellina",BLR,Women,discus throw,W,Bronze
21723,Atlanta,1996,Athletics,Athletics,"KRYKUN, Oleksiy",UKR,Men,hammer throw,M,Bronze
21726,Atlanta,1996,Athletics,Athletics,"LEWIS, Denise",GBR,Women,heptathlon,W,Bronze
21729,Atlanta,1996,Athletics,Athletics,"SMITH, Stephen James",GBR,Men,high jump,M,Bronze
21732,Atlanta,1996,Athletics,Athletics,"BABAKOVA, Inha",UKR,Women,high jump,W,Bronze
21735,Atlanta,1996,Athletics,Athletics,"RATY, Seppo Henrik",FIN,Men,javelin throw,M,Bronze
21738,Atlanta,1996,Athletics,Athletics,"HATTESTAD, Trine",NOR,Women,javelin throw,W,Bronze
21741,Atlanta,1996,Athletics,Athletics,"GREENE, Joe",USA,Men,long jump,M,Bronze
21744,Atlanta,1996,Athletics,Athletics,"JOYNER-KERSEE, Jackie",USA,Women,long jump,W,Bronze
21747,Atlanta,1996,Athletics,Athletics,"WAINAINA, Erick",KEN,Men,marathon,M,Bronze
21750,Atlanta,1996,Athletics,Athletics,"ARIMORI, Yuko",JPN,Women,marathon,W,Bronze
21753,Atlanta,1996,Athletics,Athletics,"TIVONTCHIK, Andrei",GER,Men,pole vault,M,Bronze
21756,Atlanta,1996,Athletics,Athletics,"BAGACH, Oleksandr",UKR,Men,shot put,M,Bronze
21759,Atlanta,1996,Athletics,Athletics,"KHUDOROZHKINA, Irina",RUS,Women,shot put,W,Bronze
21762,Atlanta,1996,Athletics,Athletics,"QUESADA, Yoelvis",CUB,Men,triple jump,M,Bronze
21765,Atlanta,1996,Athletics,Athletics,"KASPARKOVA, Sarka",CZE,Women,triple jump,W,Bronze
21768,Atlanta,1996,Badminton,Badminton,"IRIANTO, Antonius",INA,Men,doubles,M,Bronze
21769,Atlanta,1996,Badminton,Badminton,"KANTONO, Denny",INA,Men,doubles,M,Bronze
21770,Atlanta,1996,Badminton,Badminton,"LIU, Jianjun",CHN,Men,doubles,X,Bronze
21777,Atlanta,1996,Badminton,Badminton,"QIN, Yiyuan",CHN,Women,doubles,W,Bronze
21778,Atlanta,1996,Badminton,Badminton,"TANG, Yongshu",CHN,Women,doubles,W,Bronze
21779,Atlanta,1996,Badminton,Badminton,"SUN, Man",CHN,Women,doubles,X,Bronze
21786,Atlanta,1996,Badminton,Badminton,"SIDEK, Rashid",MAS,Men,singles,M,Bronze
21789,Atlanta,1996,Badminton,Badminton,"SUSANTI, Susi",INA,Women,singles,W,Bronze
21792,Atlanta,1996,Baseball,Baseball,"ALLEN, Chad",USA,Men,baseball,M,Bronze
21793,Atlanta,1996,Baseball,Baseball,"BENSON, Kris",USA,Men,baseball,M,Bronze
21794,Atlanta,1996,Baseball,Baseball,"DICKEY, R.A.",USA,Men,baseball,M,Bronze
21795,Atlanta,1996,Baseball,Baseball,"GLAUS, Troy",USA,Men,baseball,M,Bronze
21796,Atlanta,1996,Baseball,Baseball,"GREEN, Chad",USA,Men,baseball,M,Bronze
21797,Atlanta,1996,Baseball,Baseball,"GREISINGER, Seth",USA,Men,baseball,M,Bronze
21798,Atlanta,1996,Baseball,Baseball,"HARKRIDER, Kip",USA,Men,baseball,M,Bronze
21799,Atlanta,1996,Baseball,Baseball,"HINCH, A.J.",USA,Men,baseball,M,Bronze
21800,Atlanta,1996,Baseball,Baseball,"JONES, Jacque",USA,Men,baseball,M,Bronze
21801,Atlanta,1996,Baseball,Baseball,"KOCH, Billy",USA,Men,baseball,M,Bronze
21802,Atlanta,1996,Baseball,Baseball,"KOTSAY, Mark",USA,Men,baseball,M,Bronze
21803,Atlanta,1996,Baseball,Baseball,"LECROY, Matt",USA,Men,baseball,M,Bronze
21804,Atlanta,1996,Baseball,Baseball,"LEE, Travis",USA,Men,baseball,M,Bronze
21805,Atlanta,1996,Baseball,Baseball,"LOOPER, Braden",USA,Men,baseball,M,Bronze
21806,Atlanta,1996,Baseball,Baseball,"LOYD, Brian",USA,Men,baseball,M,Bronze
21807,Atlanta,1996,Baseball,Baseball,"MORRIS, Warren",USA,Men,baseball,M,Bronze
21808,Atlanta,1996,Baseball,Baseball,"OJEDA, Augie",USA,Men,baseball,M,Bronze
21809,Atlanta,1996,Baseball,Baseball,"PARQUE, Jim",USA,Men,baseball,M,Bronze
21810,Atlanta,1996,Baseball,Baseball,"WEAVER, Jeff",USA,Men,baseball,M,Bronze
21811,Atlanta,1996,Baseball,Baseball,"WILLIAMS, Jason",USA,Men,baseball,M,Bronze
21852,Atlanta,1996,Basketball,Basketball,"EINIKIS, Gintaras",LTU,Men,basketball,M,Bronze
21853,Atlanta,1996,Basketball,Basketball,"JURKUNAS, Andrius",LTU,Men,basketball,M,Bronze
21854,Atlanta,1996,Basketball,Basketball,"KARNISOVAS, Arturas",LTU,Men,basketball,M,Bronze
21855,Atlanta,1996,Basketball,Basketball,"KURTINAITIS, Rimas",LTU,Men,basketball,M,Bronze
21856,Atlanta,1996,Basketball,Basketball,"LUKMINAS, Darius",LTU,Men,basketball,M,Bronze
21857,Atlanta,1996,Basketball,Basketball,"MARCIULIONIS, Sarunas",LTU,Men,basketball,M,Bronze
21858,Atlanta,1996,Basketball,Basketball,"PACESAS, Tomas",LTU,Men,basketball,M,Bronze
21859,Atlanta,1996,Basketball,Basketball,"SABONIS, Arvydas",LTU,Men,basketball,M,Bronze
21860,Atlanta,1996,Basketball,Basketball,"STOMBERGAS, Saulius",LTU,Men,basketball,M,Bronze
21861,Atlanta,1996,Basketball,Basketball,"VAISVILA, Rytis",LTU,Men,basketball,M,Bronze
21862,Atlanta,1996,Basketball,Basketball,"ZUKAUSKAS, Eurelijus",LTU,Men,basketball,M,Bronze
21863,Atlanta,1996,Basketball,Basketball,"ZUKAUSKAS, Mindaugas",LTU,Men,basketball,M,Bronze
21888,Atlanta,1996,Basketball,Basketball,"BOYD, Carla",AUS,Women,basketball,W,Bronze
21889,Atlanta,1996,Basketball,Basketball,"BROGAN, Michelle",AUS,Women,basketball,W,Bronze
21890,Atlanta,1996,Basketball,Basketball,"BRONDELLO, Alexandra",AUS,Women,basketball,W,Bronze
21891,Atlanta,1996,Basketball,Basketball,"CHANDLER, Michelle",AUS,Women,basketball,W,Bronze
21892,Atlanta,1996,Basketball,Basketball,"COOK, Allison",AUS,Women,basketball,W,Bronze
21893,Atlanta,1996,Basketball,Basketball,"FALLON, Trish",AUS,Women,basketball,W,Bronze
21894,Atlanta,1996,Basketball,Basketball,"MAHER, Robyn",AUS,Women,basketball,W,Bronze
21895,Atlanta,1996,Basketball,Basketball,"ROBINSON, Fiona",AUS,Women,basketball,W,Bronze
21896,Atlanta,1996,Basketball,Basketball,"SANDIE, Shelley",AUS,Women,basketball,W,Bronze
21897,Atlanta,1996,Basketball,Basketball,"SPORN, Rachael",AUS,Women,basketball,W,Bronze
21898,Atlanta,1996,Basketball,Basketball,"TIMMS, Michelle",AUS,Women,basketball,W,Bronze
21899,Atlanta,1996,Basketball,Basketball,"WHITTLE, Jennifer",AUS,Women,basketball,W,Bronze
21924,Atlanta,1996,Boxing,Boxing,"KIRYUKHIN, Oleg",UKR,Men,- 48kg (light-flyweight),M,Bronze
21925,Atlanta,1996,Boxing,Boxing,"LOZANO MUÑOZ, Rafael",ESP,Men,- 48kg (light-flyweight),M,Bronze
21928,Atlanta,1996,Boxing,Boxing,"DOKIWARI, Duncan",NGR,Men,+ 91kg (super heavyweight),M,Bronze
21929,Atlanta,1996,Boxing,Boxing,"LEZIN, Alexei",RUS,Men,+ 91kg (super heavyweight),M,Bronze
21932,Atlanta,1996,Boxing,Boxing,"LUNKA, Zoltan",GER,Men,48 - 51kg (flyweight),M,Bronze
21933,Atlanta,1996,Boxing,Boxing,"PAKEEV, Albert",RUS,Men,48 - 51kg (flyweight),M,Bronze
21936,Atlanta,1996,Boxing,Boxing,"KHADPO, Vichai",THA,Men,51 - 54kg (bantamweight),M,Bronze
21937,Atlanta,1996,Boxing,Boxing,"MALAKHBEKOV, Raimkul",RUS,Men,51 - 54kg (bantamweight),M,Bronze
21940,Atlanta,1996,Boxing,Boxing,"CHACON, Pablo",ARG,Men,54 - 57kg (featherweight),M,Bronze
21941,Atlanta,1996,Boxing,Boxing,"MAYWEATHER, Floyd",USA,Men,54 - 57kg (featherweight),M,Bronze
21944,Atlanta,1996,Boxing,Boxing,"CAUTHEN, Terrance",USA,Men,57 - 60kg (lightweight),M,Bronze
21945,Atlanta,1996,Boxing,Boxing,"DOROFTEI, Leonard Dorin",ROU,Men,57 - 60kg (lightweight),M,Bronze
21948,Atlanta,1996,Boxing,Boxing,"MISSAOUI, Fathi",TUN,Men,60 - 63.5kg (light-welterweight),M,Bronze
21949,Atlanta,1996,Boxing,Boxing,"NIYAZYMBETOV, Bolat",KAZ,Men,60 - 63.5kg (light-welterweight),M,Bronze
21952,Atlanta,1996,Boxing,Boxing,"SANTOS, Daniel",PUR,Men,63.5 - 67kg (welterweight),M,Bronze
21953,Atlanta,1996,Boxing,Boxing,"SIMION, Marian",ROU,Men,63.5 - 67kg (welterweight),M,Bronze
21956,Atlanta,1996,Boxing,Boxing,"IBZAIMOV, Ezmouhan",KAZ,Men,67 - 71kg (light-middleweight),M,Bronze
21957,Atlanta,1996,Boxing,Boxing,"TULAGANOV, Karim",UZB,Men,67 - 71kg (light-middleweight),M,Bronze
21960,Atlanta,1996,Boxing,Boxing,"BAHARI, Mohamed",ALG,Men,71-75kg,M,Bronze
21961,Atlanta,1996,Boxing,Boxing,"WELLS, Rhoshii",USA,Men,71-75kg,M,Bronze
21964,Atlanta,1996,Boxing,Boxing,"TARVER, Antonio",USA,Men,75 - 81kg (light-heavyweight),M,Bronze
21965,Atlanta,1996,Boxing,Boxing,"ULRICH, Thomas",GER,Men,75 - 81kg (light-heavyweight),M,Bronze
21968,Atlanta,1996,Boxing,Boxing,"JONES, Nate",USA,Men,81 - 91kg (heavyweight),M,Bronze
21969,Atlanta,1996,Boxing,Boxing,"KRASNIQI, Luan",GER,Men,81 - 91kg (heavyweight),M,Bronze
21972,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ZALA, Gyorgy",HUN,Men,C-1 1000m (canoe single),M,Bronze
21975,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"PULAI, Imre",HUN,Men,C-1 500m (canoe single),M,Bronze
21978,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"HORVATH, Csaba",HUN,Men,C-2 1000m (canoe double),M,Bronze
21979,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KOLONICS, Gyorgy",HUN,Men,C-2 1000m (canoe double),M,Bronze
21984,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ANDRIEV, Gheorghe",ROU,Men,C-2 500m (canoe double),M,Bronze
21985,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"OBREJA, Grigore",ROU,Men,C-2 500m (canoe double),M,Bronze
21990,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"ROBINSON, Clint",AUS,Men,K-1 1000m (kayak single),M,Bronze
21993,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"MARKIEWICZ, Piotr",POL,Men,K-1 500m (kayak single),M,Bronze
21996,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"IDEM, Josefa",ITA,Women,K-1 500m (kayak single),W,Bronze
21999,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"DUSHEV, Andrian",BUL,Men,K-2 1000m (kayak double),M,Bronze
22000,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"KAZANOV, Milko",BUL,Men,K-2 1000m (kayak double),M,Bronze
22005,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"COLLINS, Daniel",AUS,Men,K-2 500m (kayak double),M,Bronze
22006,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TRIM, Andrew Lawrence",AUS,Men,K-2 500m (kayak double),M,Bronze
22011,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"BORCHERT, Katrin",AUS,Women,K-2 500m (kayak double),W,Bronze
22012,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"WOOD, Anna Maria",AUS,Women,K-2 500m (kayak double),W,Bronze
22017,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"GOROBIY, Oleg",RUS,Men,K-4 1000m (kayak four),M,Bronze
22018,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TISHCHENKO, Anatoly",RUS,Men,K-4 1000m (kayak four),M,Bronze
22019,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"TSYBULNIKOV, Georgiy",RUS,Men,K-4 1000m (kayak four),M,Bronze
22020,Atlanta,1996,Canoe / Kayak,Canoe / Kayak F,"VERLIN, Sergey",RUS,Men,K-4 1000m (kayak four),M,Bronze
